"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236,0,0,0,0
"X2",0,0.0295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265,0,0
"X3",0,0,0.0346,0,0,0,0,0,0,0,0,0.0315,0,0,0,0,0,0,0,0
"X4",0,0,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,0.0267,0,0,0,0
"X5",0,0,0,0,0.0344,0,0,0,0,0,0,0,0,0.0365,0,0.027,0,0,0,0
"X6",0,0,0,0,0,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495
"X7",0,0,0,0,0,0,0.0353,0,0,0,0,0,0.0348,0,0,0,0,0,0,0.0339
"X8",0,0,0,0,0,0,0,0.0334,0,0,0,0,0,0,0,0,0,0,0.0363,0
"X9",0,0,0,0,0,0,0,0,0.0317,0,0,0,0,0,0,0.029,0,0,0,0
"X10",0,0,0,0,0,0.0325,0,0,0,0.0394,0,0.0285,0,0,0,0,0,0,0,0
