"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248,0,0,0,0
"X2",0,0.0293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332,0,0
"X3",0,0,0.0307,0,0,0,0,0,0,0,0,0.0277,0,0,0,0,0,0,0,0
"X4",0,0,0,0.0327,0,0,0,0,0,0,0,0,0,0,0,0.0336,0,0,0,0
"X5",0,0,0,0,0.0349,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0
"X6",0,0,0,0,0,0.0337,0,0,0,0,0,0,0,0,0,0,0,0,0.0267,0.0312
"X7",0,0,0,0,0,0,0.0361,0,0,0,0,0,0.0313,0,0,0,0,0,0,0.0326
"X8",0,0,0,0,0,0,0,0.0583,0,0,0,0,0,0,0,0,0,0,0.0588,0
"X9",0,0,0,0,0,0,0,0,0.0318,0,0,0,0,0,0,0.0371,0,0.0391,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0305,0,0.0269,0,0,0,0,0,0,0,0
