"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303,0,0,0,0
"X2",0,0.0457,0.0429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297,0,0
"X3",0,0,0.0384,0,0,0,0,0,0,0,0,0.0399,0,0,0,0,0,0,0,0
"X4",0,0,0,0.0339,0,0,0,0,0,0,0,0,0,0,0,0.0358,0.033,0,0,0
"X5",0,0,0,0,0.038,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0
"X6",0,0,0,0,0,0.0338,0,0,0.0245,0,0,0,0,0,0,0,0,0,0,0.0199
"X7",0,0,0,0,0,0,0.0314,0,0,0,0,0,0.0297,0,0,0,0,0,0,0.024
"X8",0,0,0,0,0,0,0,0.0371,0,0,0,0,0,0,0,0,0,0,0.03,0
"X9",0,0,0,0,0,0,0,0,0.0355,0,0,0,0,0,0,0.0474,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0317,0,0.0389,0,0,0,0,0,0,0,0
