X1	X2	X3	X4	X5	X6
-1.537171	-1.243687	-0.646679	-2.814115	2.330306	0.408835
0.113888	-0.227736	-2.197990	-1.454761	3.675255	0.788629
-0.420888	1.941382	-0.836967	-4.340508	2.273613	3.897500
-1.844598	0.190766	-1.378809	-3.366856	2.660280	4.907448
1.217358	4.134218	3.080281	-1.373005	0.694354	4.865473
1.500479	2.539434	1.352104	0.063644	-1.300666	1.389575
4.446167	3.564516	0.392059	0.951590	-4.810679	0.840052
3.094421	1.783762	1.101445	0.554333	-4.911988	-1.519694
1.272840	0.778671	2.033261	1.716873	-7.431091	-4.962865
0.441126	-1.072358	1.713308	3.189309	-7.326791	-4.664660
1.870378	-3.934524	0.588184	1.492540	-4.293787	-3.886480
-0.676504	-2.463330	-0.317012	1.601466	1.395618	0.071474
0.452180	-3.410776	-2.243080	1.397687	2.592126	-0.476896
0.437729	-2.172264	-0.254221	2.401501	1.182035	-1.792592
-0.553455	-2.057293	0.607764	1.171210	-2.290057	-3.070314
2.298227	-3.009465	-0.482925	4.052111	-3.993248	-4.653661
-0.710525	-1.569782	-0.298590	2.879604	-5.960941	-3.792935
-2.641312	-2.011044	-2.180632	2.159390	-5.173336	-2.871834
-0.355233	-4.103552	-1.894950	1.590467	-3.800034	-3.342161
-0.274187	-3.665908	-2.858047	2.982136	-3.883134	-1.112213
-2.185277	-1.341012	-4.821323	1.130895	-2.733540	-0.938593
-0.102500	-2.213167	-1.777879	1.526844	0.856750	0.407501
-0.513159	-2.122072	-1.446416	1.833483	2.878235	-0.583932
0.114748	-1.966630	-2.464735	-1.082188	4.026613	-0.400492
-0.981979	-1.786742	-0.286937	-0.570871	-0.020316	-1.477078
1.491759	-2.376109	2.366478	0.258435	0.264447	0.047508
-0.232039	-0.983832	-1.789193	-1.181071	-0.091199	3.054366
-1.434971	-3.135313	-0.550251	-1.078590	1.428046	4.031598
-1.411039	-2.364353	-3.836295	-1.984221	2.713781	4.451102
-3.093642	-2.222454	-2.269528	-0.927766	2.823504	3.510980
-3.616480	-3.050516	-2.013250	-1.815324	1.828817	3.180930
-1.740354	-0.386643	-0.884762	-2.218796	1.856917	5.768753
-1.870764	-1.568534	-1.760167	-2.092183	0.984003	2.874548
-0.951710	-1.551792	-1.030064	-1.260484	0.515976	0.634417
-1.735392	-1.643118	-1.975655	-2.060201	0.101335	0.036458
-0.058710	-2.613813	-1.260542	0.146567	2.103677	-1.566327
2.214835	-2.323780	-1.271224	-0.906982	1.565904	-2.327539
3.908943	0.706281	-1.482505	-3.527346	0.746614	-0.759178
4.700715	1.031767	1.275215	-1.037228	3.872706	-1.882943
6.050549	3.466077	1.708736	-2.182526	2.554080	0.056465
5.897547	4.268409	2.171755	-2.588642	5.430035	2.301446
3.021607	4.965462	0.741371	-2.001775	6.081770	0.488602
-0.951971	5.800934	3.386083	-1.828726	3.934984	2.116832
-3.323587	3.486023	4.288490	-0.033396	1.927178	1.222336
-2.378441	3.508027	4.993790	-1.680385	-1.829851	-0.820685
-1.630233	4.424245	4.153082	0.639907	-2.000503	-0.702032
-0.226164	2.963676	4.045066	-0.818820	3.657722	-1.100803
-0.779834	3.141316	4.724938	1.424534	5.810422	1.445801
-0.970942	2.839365	3.543298	3.654967	5.477898	1.019180
0.819310	4.141321	0.359646	-0.958320	6.915148	3.774436
-0.907678	4.706981	0.676878	-0.239427	3.749572	-1.105832
-1.100405	2.405345	-1.499206	2.361644	0.128468	-1.692324
-0.979272	1.462610	-3.150807	0.091895	-4.939063	-2.413638
0.507220	-0.904926	-4.207327	3.042824	-6.950523	-2.683375
-0.730328	-2.082164	-2.572467	3.786132	-9.580012	-2.418135
0.033684	-1.646006	0.937671	5.277818	-9.498131	-3.167316
-2.020846	-3.361654	0.378686	1.951781	-8.448681	-6.190418
0.311783	-0.239510	0.289476	3.613322	-7.055061	-3.669241
-0.371829	-2.345575	1.155040	4.464341	-8.164174	-3.772884
-1.770183	0.285448	2.221377	3.068137	-8.358219	-1.444348
-1.736080	-2.774943	2.390085	5.472610	-7.100698	1.883069
-0.366918	-3.308849	0.849763	3.703059	-5.822211	2.393468
-0.852299	-2.061172	-1.701491	2.791385	-3.263158	6.371348
-0.733823	-5.717213	-3.464278	0.866888	-1.206540	3.060410
-1.492789	-2.347876	-2.471600	-0.421234	3.024841	2.397856
-1.105099	0.490339	-1.588557	-1.978179	6.234686	3.506884
-1.115453	0.358029	-2.826553	-2.184049	5.377394	4.042497
-0.680250	0.420693	-0.336387	-1.361743	7.955664	3.319694
-1.161691	0.500029	-1.736462	-3.008962	6.176595	2.294577
