32	12	29	60	47	59	58	43	19	28
44	12	38	1	29	32	57	48	60	40
48	23	9	21	37	52	6	40	3	39
28	3	49	10	7	15	17	33	36	51
60	45	16	55	24	12	34	1	3	10
13	43	26	49	22	47	41	31	9	27
28	23	6	15	19	21	8	17	57	42
21	52	16	45	35	1	38	55	36	57
26	38	34	13	44	16	50	55	28	18
15	33	7	8	6	18	44	28	46	51
20	13	31	21	49	15	46	58	38	18
1	12	30	2	31	16	38	47	57	18
26	5	59	58	51	54	22	17	29	41
48	51	47	1	52	57	2	38	28	27
31	4	14	7	56	59	55	36	18	57
39	45	47	16	25	23	33	41	49	7
16	23	58	20	51	14	12	53	50	33
31	22	45	58	2	3	18	43	33	51
10	37	18	5	50	33	17	9	58	4
40	15	44	18	24	4	2	10	59	55
21	3	6	5	51	18	32	60	50	38
54	36	40	23	13	8	10	50	2	45
32	48	26	20	43	57	31	59	44	13
27	49	9	44	50	28	31	46	52	41
22	30	15	59	5	4	35	33	56	32
33	51	38	16	6	4	34	58	15	22
22	5	59	7	38	13	55	1	56	29
34	44	48	23	8	11	39	36	4	20
30	46	9	28	5	44	22	13	56	52
56	13	60	20	54	19	4	33	29	47
13	47	21	56	59	40	12	1	11	28
7	51	53	20	27	1	17	26	14	35
55	34	16	53	4	35	52	28	50	14
32	54	13	48	8	25	57	38	26	60
5	15	2	49	1	31	7	32	33	39
19	55	46	6	16	50	57	42	54	40
40	46	55	11	2	59	26	6	5	53
11	58	17	35	48	14	40	22	59	34
24	8	57	30	29	18	11	46	14	28
34	57	16	58	18	31	21	14	36	53
58	30	25	33	35	45	48	9	5	16
37	23	54	4	56	60	34	8	2	30
2	42	13	15	54	11	44	3	17	50
17	8	36	37	49	50	3	41	45	25
5	6	12	45	23	46	8	39	54	43
33	57	5	54	21	4	53	35	22	31
21	13	3	9	60	49	24	34	56	43
46	8	6	38	22	58	34	33	48	31
30	35	57	60	20	55	54	48	39	34
45	26	24	13	50	52	55	6	4	9
32	5	1	6	35	4	36	31	55	13
22	8	43	26	1	38	48	59	58	13
2	32	55	44	23	40	26	24	50	30
48	43	9	40	23	8	35	27	4	53
19	51	1	12	50	57	18	60	42	30
49	6	12	36	4	41	33	43	9	38
46	52	25	11	17	18	24	20	33	48
18	15	54	53	60	5	43	7	24	23
37	8	35	59	7	25	15	51	27	23
19	28	46	10	2	39	33	22	48	25
