"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",2e-04,0,3e-04,5e-04,0,2e-04,3e-04,4e-04,0,0,0,0,0,0,6e-04,0,0,2e-04,2e-04,0
"X2",0,5.414,4.0286,0,0,1.2665,0,1.6525,0.8785,0,0,0,0,0,0,0,0,5.301,0,0
"X3",0,0.0213,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161,0,0
"X4",0,0,0,0.4417,0.1197,0,0.2016,0,0.1646,0,0,0,0,0,0.4236,0,0,0,0,0.0476
"X5",0,0,0,0,0.0085,0,0.0106,0.0053,0.0055,0,0,0,0,0.0115,0,0,0,0,0,0
"X6",0,0,0,0,0,0.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104
"X7",0,0.0062,0,0,0,0.006,0.0063,0,0,0,0,0.0063,0,0,0,0.0063,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0104,0,0,0,0.015,0,0,0,0,0,0,0,0
"X9",0,0.0107,0,0,0,0,0,0.0116,0.0085,0,0,0,0,0,0,0,0,0,0,0.0076
"X10",0,0,0,0,0,0.0128,0,0,0,0.0128,0,0,0,0,0,0,0,0,0,0
