36	34	53	27	31	54	12	52	18	38
40	44	28	60	48	11	14	52	38	20
31	16	23	58	26	17	56	59	48	14
57	30	13	27	44	46	34	40	48	58
26	13	20	44	57	50	36	14	49	43
25	37	58	44	49	30	31	35	22	41
36	42	25	17	32	27	45	44	39	16
12	38	25	55	56	23	46	49	36	47
58	37	45	38	12	31	39	33	26	49
52	60	28	38	51	53	40	19	57	13
31	43	55	49	33	45	29	52	53	46
30	33	22	47	51	52	35	36	17	57
33	21	54	46	51	23	40	39	16	27
24	46	60	53	49	28	32	40	59	35
39	26	32	44	51	43	11	40	29	28
16	50	26	22	58	27	35	54	55	52
36	43	56	44	29	48	16	13	14	17
27	25	11	36	15	17	38	47	51	34
60	38	35	26	30	33	14	49	13	28
52	30	40	49	51	60	19	22	48	35
36	41	50	35	20	31	29	52	37	39
47	27	35	37	18	36	41	29	46	40
29	33	60	47	44	30	41	51	43	39
16	30	39	32	13	21	47	11	54	14
44	35	21	37	16	41	57	13	53	17
11	32	50	40	34	49	15	58	54	59
18	38	11	47	50	52	54	32	22	15
36	39	47	14	41	34	18	51	35	29
58	43	32	50	35	56	40	26	21	34
54	30	16	31	24	29	47	28	27	25
18	23	15	31	22	24	29	16	57	39
23	49	14	29	11	20	56	19	16	21
19	17	39	53	54	20	32	27	56	21
14	32	19	12	54	30	53	43	11	38
46	42	37	21	60	57	27	49	56	54
26	40	54	53	38	25	48	30	58	12
37	46	19	26	58	25	28	34	13	33
24	22	59	18	54	53	47	42	57	25
20	11	26	43	39	35	30	23	32	42
49	39	46	41	16	33	26	14	17	19
44	32	60	23	11	34	57	51	49	27
12	43	51	56	13	31	36	40	41	37
47	29	38	16	13	55	23	36	51	18
20	27	55	29	23	17	28	59	16	54
15	41	11	37	47	21	30	35	13	31
43	21	51	56	49	33	23	60	20	50
42	40	19	15	22	49	51	41	53	20
39	50	30	57	15	25	33	13	41	54
37	51	52	48	25	31	44	15	53	22
37	58	45	25	24	49	51	38	21	14
52	39	56	13	37	23	47	19	29	27
52	44	20	25	17	41	36	18	56	30
56	38	12	13	48	31	27	44	26	32
46	53	26	41	55	14	36	28	23	21
48	59	19	47	20	55	46	29	41	31
51	28	14	38	52	19	30	43	12	49
49	38	19	34	57	55	48	52	39	27
57	34	22	29	43	36	44	53	51	32
59	16	13	25	37	34	50	55	29	33
46	11	49	17	33	22	27	39	18	55
