"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",1e-04,0,0.0272,0.0102,0,0.0139,0.024,0.012,0.0277,0,0,0,0,0,0.0144,0,0,0.008,0.0174,0.0163
"V2",0,124.0658,141.859,0,0,29.0867,0,22.5849,22.0597,0,0,0,0,0,0,0,0,72.2734,0,0
"V3",0,0.0136,0.0149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062,0,0
"V4",0,0,0,0.4358,0.1382,0,0.6482,0,0.76,0,0,0,0,0,0.4785,0,0,0,0,0.2256
"V5",0,0,0.0346,0,0.0084,0,0.0312,0.0165,0.0261,0.0186,0,0,0,0.01,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0212,0,0,0,0.0206,0,0,0,0,0,0,0,0,0,0.0159
"V7",0,0.0072,0,0,0,0.0076,0.0061,0,0,0,0,0.0073,0,0,0,0.0079,0,0,0,0
"V8",0,0,0.0528,0,0,0,0,0.0189,0,0,0,0.0285,0,0,0,0,0,0,0,0
"V9",0,0.0087,0,0,0,0,0,0.0058,0.0084,0,0,0,0,0,0,0,0,0,0,0.0076
"V10",0,0,0,0,0,0.0113,0,0,0,0.0128,0,0,0,0,0,0,0,0,0,0
