"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",1e-04,0,0.0276,0.0105,0,0.0145,0.0248,0.0122,0.0285,0,0,0,0,0,0.0149,0,0,0.0082,0.0176,0.0166
"V2",0,28.6301,31.9699,0,0,6.9045,0,4.7901,5.1669,0,0,0,0,0,0,0,0,16.5771,0,0
"V3",0,0.0138,0.0149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0,0
"V4",0,0,0,0.3762,0.1161,0,0.5779,0,0.6747,0,0,0,0,0,0.4178,0,0,0,0,0.1985
"V5",0,0,0.0332,0,0.0079,0,0.0298,0.0158,0.0249,0.0181,0,0,0,0.0095,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0212,0,0,0,0.0203,0,0,0,0,0,0,0,0,0,0.016
"V7",0,0.0073,0,0,0,0.0077,0.0061,0,0,0,0,0.0074,0,0,0,0.008,0,0,0,0
"V8",0,0,0.0529,0,0,0,0,0.0192,0,0,0,0.0292,0,0,0,0,0,0,0,0
"V9",0,0.0088,0,0,0,0,0,0.0059,0.0083,0,0,0,0,0,0,0,0,0,0,0.0076
"V10",0,0,0,0,0,0.0112,0,0,0,0.0127,0,0,0,0,0,0,0,0,0,0
