"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",1e-04,0,0.0273,0.0105,0,0.0143,0.0247,0.0122,0.0287,0,0,0,0,0,0.0149,0,0,0.0083,0.0173,0.0165
"V2",0,130.2897,146.6222,0,0,29.4466,0,21.5894,22.6357,0,0,0,0,0,0,0,0,75.9769,0,0
"V3",0,0.0143,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,0,0
"V4",0,0,0,0.4506,0.1341,0,0.6935,0,0.8145,0,0,0,0,0,0.5049,0,0,0,0,0.2259
"V5",0,0,0.0348,0,0.0086,0,0.0325,0.0167,0.0266,0.0189,0,0,0,0.0104,0,0,0,0,0,0
"V6",0,0,0,0,0,0.021,0,0,0,0.0203,0,0,0,0,0,0,0,0,0,0.0158
"V7",0,0.0075,0,0,0,0.0078,0.0063,0,0,0,0,0.0076,0,0,0,0.0081,0,0,0,0
"V8",0,0,0.0524,0,0,0,0,0.0189,0,0,0,0.0291,0,0,0,0,0,0,0,0
"V9",0,0.0091,0,0,0,0,0,0.0061,0.0084,0,0,0,0,0,0,0,0,0,0,0.0077
"V10",0,0,0,0,0,0.0114,0,0,0,0.0128,0,0,0,0,0,0,0,0,0,0
