"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",1e-04,0,0.0285,0.0109,0,0.0147,0.0256,0.0125,0.0298,0,0,0,0,0,0.0154,0,0,0.0084,0.0182,0.0173
"V2",0,182.3842,205.8444,0,0,42.1962,0,30.3682,33.1466,0,0,0,0,0,0,0,0,104.7612,0,0
"V3",0,0.0141,0.0155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064,0,0
"V4",0,0,0,0.4453,0.1328,0,0.687,0,0.8087,0,0,0,0,0,0.4982,0,0,0,0,0.2366
"V5",0,0,0.0337,0,0.0082,0,0.0306,0.0159,0.0253,0.0183,0,0,0,0.0098,0,0,0,0,0,0
"V6",0,0,0,0,0,0.021,0,0,0,0.0203,0,0,0,0,0,0,0,0,0,0.0161
"V7",0,0.0073,0,0,0,0.0078,0.0063,0,0,0,0,0.0074,0,0,0,0.0081,0,0,0,0
"V8",0,0,0.0519,0,0,0,0,0.0188,0,0,0,0.028,0,0,0,0,0,0,0,0
"V9",0,0.0088,0,0,0,0,0,0.0059,0.0083,0,0,0,0,0,0,0,0,0,0,0.0077
"V10",0,0,0,0,0,0.0112,0,0,0,0.0127,0,0,0,0,0,0,0,0,0,0
