"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",1e-04,0,0.0279,0.0104,0,0.0146,0.0247,0.0124,0.0287,0,0,0,0,0,0.0148,0,0,0.0085,0.0178,0.017
"V2",0,83.5148,93.7243,0,0,20.6112,0,14.3625,15.546,0,0,0,0,0,0,0,0,48.9961,0,0
"V3",0,0.0141,0.0153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0
"V4",0,0,0,0.4181,0.1285,0,0.6309,0,0.741,0,0,0,0,0,0.4641,0,0,0,0,0.215
"V5",0,0,0.0333,0,0.008,0,0.0305,0.0158,0.0257,0.0182,0,0,0,0.0097,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0212,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.0159
"V7",0,0.0074,0,0,0,0.0077,0.0062,0,0,0,0,0.0075,0,0,0,0.0081,0,0,0,0
"V8",0,0,0.0521,0,0,0,0,0.0189,0,0,0,0.029,0,0,0,0,0,0,0,0
"V9",0,0.0089,0,0,0,0,0,0.006,0.0083,0,0,0,0,0,0,0,0,0,0,0.0076
"V10",0,0,0,0,0,0.0113,0,0,0,0.0126,0,0,0,0,0,0,0,0,0,0
