"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",1e-04,0,0.0277,0.0107,0,0.0146,0.0251,0.0122,0.029,0,0,0,0,0,0.0151,0,0,0.0084,0.0179,0.0174
"V2",0,185.2757,209.9846,0,0,45.0453,0,32.841,35.6087,0,0,0,0,0,0,0,0,109.6529,0,0
"V3",0,0.0138,0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064,0,0
"V4",0,0,0,0.4026,0.1211,0,0.6159,0,0.717,0,0,0,0,0,0.4479,0,0,0,0,0.217
"V5",0,0,0.033,0,0.0082,0,0.0306,0.0157,0.0253,0.0186,0,0,0,0.0098,0,0,0,0,0,0
"V6",0,0,0,0,0,0.021,0,0,0,0.0202,0,0,0,0,0,0,0,0,0,0.0159
"V7",0,0.0075,0,0,0,0.0079,0.0063,0,0,0,0,0.0076,0,0,0,0.0082,0,0,0,0
"V8",0,0,0.0535,0,0,0,0,0.0192,0,0,0,0.0305,0,0,0,0,0,0,0,0
"V9",0,0.009,0,0,0,0,0,0.0059,0.0083,0,0,0,0,0,0,0,0,0,0,0.0078
"V10",0,0,0,0,0,0.0115,0,0,0,0.0131,0,0,0,0,0,0,0,0,0,0
