"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181,0,0
"X2",0,0.0206,0,0,0,0,0,0,0,0,0,0,0,0,0.0239,0.0309,0,0,0.0306,0
"X3",0,0,0.0168,0,0,0,0,0,0,0,0,0.0169,0,0.0153,0,0,0,0,0,0
"X4",0,0,0,0.0184,0,0,0,0,0,0,0.0246,0.0225,0,0,0.0213,0,0,0,0,0
"X5",0,0,0,0,0.0214,0,0,0,0,0,0,0,0,0,0,0.0248,0,0,0,0
"X6",0,0,0,0,0,0.0185,0,0,0,0,0.0215,0,0,0,0,0,0.0217,0,0.0186,0
"X7",0,0,0,0,0,0,0.0204,0,0,0,0,0,0.0218,0.0178,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0209,0,0,0,0.0255,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.017,0,0,0,0,0.017,0,0,0,0.0185,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0172,0,0,0,0,0,0.0185,0.02,0,0,0
