"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3162,0,0
"X2",0,0.0986,0,0,0,0,0,0,0,0,0,0,0,0,0.1887,0.1521,0,0,0.1325,0
"X3",0,0,0.1417,0,0,0,0,0,0,0,0,0.6039,0,0.1219,0,0,0,0,0,0
"X4",0,0,0,0.1126,0,0,0,0,0,0,0.1628,0.2143,0,0,0.4919,0,0,0,0,0
"X5",0,0,0,0,0.2595,0,0,0,0,0,0,0,0,0,0,0.3852,0,0,0,0
"X6",0,0,0,0,0,0.1259,0,0,0,0,0.1591,0,0,0,0,0,0.1923,0,0.3833,0
"X7",0,0,0,0,0,0,0.0935,0,0,0,0,0,0.3063,0.3232,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.1884,0,0,0,0.4362,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0606,0,0,0,0,0.2375,0,0,0,0.5791,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0646,0,0,0,0,0,0.6567,0.2063,0,0,0
