"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3568,0,0
"X2",0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.1903,0.1773,0,0,0.1709,0
"X3",0,0,0.0868,0,0,0,0,0,0,0,0,0.7143,0,0.0266,0,0,0,0,0,0
"X4",0,0,0,0.0735,0,0,0,0,0,0,0.1863,0.1973,0,0,0.5178,0,0,0,0,0
"X5",0,0,0,0,0.2312,0,0,0,0,0,0,0,0,0,0,0.4665,0,0,0,0
"X6",0,0,0,0,0,0.0136,0,0,0,0,0.1899,0,0,0,0,0,0.1481,0,0.4043,0
"X7",0,0,0,0,0,0,0.2227,0,0,0,0,0,0.2808,0.2824,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.1052,0,0,0,0.4371,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.1437,0,0,0,0,0.2307,0,0,0,0.5515,0,0
"X10",0,0,0,0,0,0,0,0,0,0.1057,0,0,0,0,0,0.6253,0.2342,0,0,0
