"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171,0,0
"X2",0,0.0195,0,0,0,0,0,0,0,0,0,0,0,0,0.0244,0.029,0,0,0.0274,0
"X3",0,0,0.0163,0,0,0,0,0,0,0,0,0.0182,0,0.0179,0,0,0,0,0,0
"X4",0,0,0,0.0172,0,0,0,0,0,0,0.0219,0.0198,0,0,0.0202,0,0,0,0,0
"X5",0,0,0,0,0.0208,0,0,0,0,0,0,0,0,0,0,0.0214,0,0,0,0
"X6",0,0,0,0,0,0.0184,0,0,0,0,0.0228,0,0,0,0,0,0.023,0,0.018,0
"X7",0,0,0,0,0,0,0.0197,0,0,0,0,0,0.0197,0.0187,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0209,0,0,0,0.0275,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.016,0,0,0,0,0.0198,0,0,0,0.0186,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0172,0,0,0,0,0,0.0168,0.019,0,0,0
