"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3721,0,0
"X2",0,0.2056,0,0,0,0,0,0,0,0,0,0,0,0,0.2554,0.1233,0,0,0.1762,0
"X3",0,0,0.0828,0,0,0,0,0,0,0,0,0.6451,0,0.0947,0,0,0,0,0,0
"X4",0,0,0,0.0237,0,0,0,0,0,0,0.1624,0.1728,0,0,0.5478,0,0,0,0,0
"X5",0,0,0,0,0.1133,0,0,0,0,0,0,0,0,0,0,0.4075,0,0,0,0
"X6",0,0,0,0,0,0.051,0,0,0,0,0.1506,0,0,0,0,0,0.1597,0,0.4276,0
"X7",0,0,0,0,0,0,0.1339,0,0,0,0,0,0.3297,0.3093,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.1547,0,0,0,0.4539,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.1343,0,0,0,0,0.203,0,0,0,0.5196,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0575,0,0,0,0,0,0.6287,0.2659,0,0,0
