"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3281,0,0
"X2",0,0.1315,0,0,0,0,0,0,0,0,0,0,0,0,0.1775,0.1603,0,0,0.1801,0
"X3",0,0,0.1277,0,0,0,0,0,0,0,0,0.666,0,0.09,0,0,0,0,0,0
"X4",0,0,0,0.0722,0,0,0,0,0,0,0.1414,0.239,0,0,0.4788,0,0,0,0,0
"X5",0,0,0,0,0.2325,0,0,0,0,0,0,0,0,0,0,0.3727,0,0,0,0
"X6",0,0,0,0,0,0.1138,0,0,0,0,0.1699,0,0,0,0,0,0.1779,0,0.4096,0
"X7",0,0,0,0,0,0,0.1092,0,0,0,0,0,0.3398,0.2775,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.2001,0,0,0,0.424,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.1416,0,0,0,0,0.2056,0,0,0,0.5243,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0211,0,0,0,0,0,0.5909,0.2441,0,0,0
