"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176,0,0
"X2",0,0.0206,0,0,0,0,0,0,0,0,0,0,0,0,0.0267,0.029,0,0,0.0325,0
"X3",0,0,0.0166,0,0,0,0,0,0,0,0,0.017,0,0.019,0,0,0,0,0,0
"X4",0,0,0,0.0165,0,0,0,0,0,0,0.0205,0.0163,0,0,0.0182,0,0,0,0,0
"X5",0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0.0202,0,0,0,0
"X6",0,0,0,0,0,0.0188,0,0,0,0,0.0259,0,0,0,0,0,0.0248,0,0.022,0
"X7",0,0,0,0,0,0,0.0207,0,0,0,0,0,0.0217,0.0216,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0214,0,0,0,0.0238,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0176,0,0,0,0,0.0203,0,0,0,0.0191,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0158,0,0,0,0,0,0.0158,0.0183,0,0,0
