"file","lhs","op","rhs","beta","beta.std","se","z","pval","level"
"BOLDfslfilter_01","X1","~","X1lag",0.681132119008111,0.682364526171384,0.0243607964035494,28.0107642979999,0,"group"
"BOLDfslfilter_01","X2","~","X2lag",0.626184732564218,0.631664017619913,0.0289000526916865,21.8568465725192,0,"group"
"BOLDfslfilter_01","X3","~","X3lag",0.540709308443715,0.542051828228481,0.0260937275997766,20.7732615493817,0,"group"
"BOLDfslfilter_01","X4","~","X4lag",0.613159414173831,0.616877348366124,0.0287207171182121,21.4784800054646,0,"group"
"BOLDfslfilter_01","X5","~","X5lag",0.526322571752567,0.536118564029358,0.033998873173709,15.768715665669,0,"group"
"BOLDfslfilter_01","X6","~","X6lag",0.290225478496736,0.294283701529104,0.0311247623705037,9.45497022679251,0,"group"
"BOLDfslfilter_01","X7","~","X7lag",0.527671449962638,0.538879285986707,0.0363456857261258,14.8264993553101,0,"group"
"BOLDfslfilter_01","X8","~","X8lag",0.483179274316081,0.490420225897142,0.0301129135399442,16.2860437017032,0,"group"
"BOLDfslfilter_01","X9","~","X9lag",0.512998525448899,0.514459017390189,0.0286987030955275,17.9262113579747,0,"group"
"BOLDfslfilter_01","X10","~","X10lag",0.679553415361093,0.680230114039279,0.0240185546290945,28.3210261626356,0,"group"
"BOLDfslfilter_01","X3","~","X2",0.391686473664598,0.420797327251689,0.0272789352833223,15.4257240204296,0,"group"
"BOLDfslfilter_01","X6","~","X10",0.647387859238558,0.662508015679396,0.0282772178879209,23.4290381148988,0,"group"
"BOLDfslfilter_01","X8","~","X9",0.383067885521926,0.444264723901922,0.0305840729880494,14.5260156838992,0,"group"
"BOLDfslfilter_01","X5","~","X4",0.274709827455064,0.325915630240772,0.0364782872211689,8.93451022699438,0,"group"
"BOLDfslfilter_01","X9","~","X6",0.169443877892498,0.20718501867368,0.0327439525318114,6.32742850675696,2.49280374120531e-10,"group"
"BOLDfslfilter_01","X2","~","X8",0.259728359498794,0.229461413978236,0.0333042802220178,6.8898475645943,5.58530999228424e-12,"group"
"BOLDfslfilter_01","X4","~","X6",0.233081086918784,0.280194257646139,0.0322691717703841,8.68303220299243,0,"group"
"BOLDfslfilter_01","X7","~","X10",0.137666858852199,0.198973590260571,0.0369040000806178,5.39165374555355,6.98121913611516e-08,"group"
"BOLDfslfilter_01","X1","~","X6",0.0966582626267221,0.153845974444025,0.0312972995519434,4.91563095367671,8.84969704628702e-07,"group"
"BOLDfslfilter_01","X10","~","X2",0.293510364937367,0.228932794932594,0.0292580244643236,7.82461560970215,5.10702591327572e-15,"group"
"BOLDfslfilter_01","X7","~","X3",0.166386053410625,0.174595531001171,0.035980878142058,4.85245330344193,1.21943502429112e-06,"group"
"BOLDfslfilter_01","X9","~","X4",0.252587118910188,0.256916188309,0.0326301481426303,7.87358326373477,3.5527136788005e-15,"ind"
"BOLDfslfilter_02","X1","~","X1lag",0.654963024670897,0.664527222362143,0.0265490424396756,25.0301766578615,0,"group"
"BOLDfslfilter_02","X2","~","X2lag",0.691904557809204,0.69628402916802,0.0233219609732958,29.8552951857385,0,"group"
"BOLDfslfilter_02","X3","~","X3lag",0.462273287098482,0.465414526328409,0.0254450524741634,18.2909635105286,0,"group"
"BOLDfslfilter_02","X4","~","X4lag",0.494359168551896,0.503061516288759,0.0330259814922493,15.2322957125989,0,"group"
"BOLDfslfilter_02","X5","~","X5lag",0.611096136497865,0.601832441892286,0.0246871983868191,24.378320798589,0,"group"
"BOLDfslfilter_02","X6","~","X6lag",0.367594147247659,0.378980882384744,0.0382112472156028,9.91804534006405,0,"group"
"BOLDfslfilter_02","X7","~","X7lag",0.495055871717397,0.503485143111917,0.0347926321020476,14.4710277059575,0,"group"
"BOLDfslfilter_02","X8","~","X8lag",0.408742618249666,0.419897513659964,0.0374270996971652,11.2190770072352,0,"group"
"BOLDfslfilter_02","X9","~","X9lag",0.694581370990294,0.707613614852645,0.0252284361406838,28.048255187389,0,"group"
"BOLDfslfilter_02","X10","~","X10lag",0.649475617188874,0.651892248106808,0.0251552154102702,25.9147949033526,0,"group"
"BOLDfslfilter_02","X3","~","X2",0.500350565675766,0.526075387419967,0.0249561980865964,21.0799491811421,0,"group"
"BOLDfslfilter_02","X6","~","X10",0.474894982255152,0.516937885998882,0.0366289977253336,14.1128045565209,0,"group"
"BOLDfslfilter_02","X8","~","X9",0.454595961571074,0.46232074057834,0.0366533118603506,12.6133415266753,0,"group"
"BOLDfslfilter_02","X5","~","X4",0.250835333540145,0.320666425480137,0.027689578763668,11.5807621422139,0,"group"
"BOLDfslfilter_02","X9","~","X6",0.180583345112745,0.176607058773012,0.0321029856732531,5.50126585017774,3.77074138580014e-08,"group"
"BOLDfslfilter_02","X2","~","X8",0.255115893776464,0.200522533655623,0.0290460694531892,6.90360304958941,5.06994446425324e-12,"group"
"BOLDfslfilter_02","X4","~","X6",0.210646109577939,0.180938261991877,0.033717026389401,5.36637661643717,8.0334110030833e-08,"group"
"BOLDfslfilter_02","X7","~","X10",0.178476315391112,0.209611147857048,0.0347567751585197,6.03079966139112,1.63150337684215e-09,"group"
"BOLDfslfilter_02","X1","~","X6",0.160406712731957,0.167796881181189,0.0330578692927841,5.07585288377359,3.85761688814767e-07,"group"
"BOLDfslfilter_02","X10","~","X2",0.189003506358615,0.222103419119768,0.0304972596922426,7.2827336410249,3.27071703054571e-13,"group"
"BOLDfslfilter_02","X7","~","X3",0.169762827219629,0.222837449255775,0.0352110242968023,6.32862728949389,2.47351694682152e-10,"group"
"BOLDfslfilter_02","X4","~","X7",0.324048281589627,0.25798454606801,0.0345746522149703,7.4616671330191,8.54871728961371e-14,"ind"
"BOLDfslfilter_03","X1","~","X1lag",0.663301081616383,0.662390325571843,0.024837332141085,26.6691415088073,0,"group"
"BOLDfslfilter_03","X2","~","X2lag",0.627266537369515,0.634129401872401,0.0285219846633169,22.2330040969406,0,"group"
"BOLDfslfilter_03","X3","~","X3lag",0.444453722080908,0.454265493476164,0.0311133262246227,14.6003513155936,0,"group"
"BOLDfslfilter_03","X4","~","X4lag",0.438003494323077,0.4415651180961,0.0303497893506076,14.5491987768034,0,"group"
"BOLDfslfilter_03","X5","~","X5lag",0.552365104129802,0.55508667794007,0.038790774389219,14.3097601602494,0,"group"
"BOLDfslfilter_03","X6","~","X6lag",0.432218996141035,0.4461309467142,0.0365157545640794,12.21749220412,0,"group"
"BOLDfslfilter_03","X7","~","X7lag",0.562004533099111,0.563626803699546,0.0296392507699705,19.0162297985816,0,"group"
"BOLDfslfilter_03","X8","~","X8lag",0.45616422573007,0.462430884458093,0.0300184165491455,15.4049059750041,0,"group"
