X1	X2	X3	X4	X5
0.953373548139158	0.9390399784438964	-0.9243911261938362	-0.4330674694913212	-0.9294490087903164
-0.9044792038675631	-0.9177701512214443	0.9281252383801356	0.5218314986931192	1.1962420706253198
0.9332633520644669	0.9347306871473439	-0.9311950705750647	-0.6582290316786681	-0.5212139901489757
-0.934192982555734	-0.9333945514394332	0.9389310376513205	0.6017971506415976	-0.32934611296508115
0.9344705312931656	0.9358956812256108	-0.9466131039309076	-0.5675867744693885	-0.3395932047171066
-0.9343430736591296	-0.9431525907206335	0.9479051503418311	0.47470831149437476	1.1275349839667699
0.9551456093659985	0.9523324867901762	-0.9529285785222651	-0.658890376901583	-0.43164244838882343
-0.9399423675011022	-0.9514828500354501	0.958037314582231	0.6552385229634073	0.3769618857785391
0.9743129609310265	0.9629668022382841	-0.9645541064509566	-0.5569088489193751	-0.20701438296622257
-0.9339918335622952	-0.9551774975286977	0.9743490508784463	0.572148565121445	-1.2594743098211099
1.0043713379768064	0.9830234810763825	-0.9839478351828473	-0.34619366084265496	-0.005230165525557093
-0.9388610217447483	-0.9692140652643912	0.9818082413910951	0.38664923668998913	0.03326104319938886
1.033564780675462	1.000015530626075	-0.981981180884686	-0.36391979503608674	-0.9716635085149324
-0.9312751648563754	-0.9618235149502569	0.9834335312106641	0.62067111359029	1.267057302712891
1.0070262450377936	0.9977217374614467	-0.9928924125001335	-0.7948923027005992	-1.7680475367066537
-0.9631764913120108	-0.9883101503988542	1.0042434886953404	1.0609898237652853	2.1340493256271498
1.0222128071644365	1.0176731157398935	-1.0229071739410662	-1.2212981569586705	-2.428589806163904
-0.9896772189146607	-1.0187780683014986	1.0427628442450831	1.6422897720819427	1.9545124093696027
1.0655644229103074	1.0566660214391879	-1.078868357130748	-1.8797099313319887	-1.7998844733377635
-1.0321968847441658	-1.063342696721845	1.1178924543748998	1.9031522426257081	0.13333421627450634
1.11925865637954	1.1230629175825289	-1.1632458924480926	-1.7491356748962446	-0.22488002252674072
-1.1310089713083513	-1.151803405546877	1.2030653946056502	1.6547732306526852	0.6485041428747157
1.1862997199422582	1.1995852294880458	-1.2363273610045562	-1.6320218656795047	-0.7134576822017742
-1.2204059176853834	-1.2321245868944193	1.2662479363490367	1.6703813735785833	-0.6878323214089264
1.25667503845558	1.2633764888775068	-1.2973662551593823	-1.450498479132822	0.8521673658639841
-1.283520466957701	-1.2895846697593256	1.3260542220862173	1.1924630310383397	-1.1166197969526868
1.3042578346033582	1.3186632368896203	-1.3460953910166888	-0.8864422605839302	0.3867104884858433
-1.3464018008310585	-1.3471892259449478	1.3593425038705462	0.791583041180954	-0.9490242566419823
1.350066439968821	1.3542153084909552	-1.3715387321515702	-0.6368189990833587	0.41393011732420015
-1.3658853859113307	-1.3703488965004382	1.3739005302785383	0.5628914365240376	-0.10256363370433572
1.3775422139675852	1.377638336850856	-1.376637350530386	-0.53663851880087	0.466977913789328
-1.379151292083175	-1.376473386691689	1.3779406011090316	0.46769127941630373	-0.6133115265195704
1.3742099699420833	1.3734581592663262	-1.3784526870336717	-0.33858544969782073	1.1399167934978565
-1.3740147917930847	-1.3761685418133196	1.3749464803346774	0.1322329050459903	-1.3343443691682635
1.3886236402695111	1.3758686373806015	-1.3641530559152835	0.12172624172327777	1.220066807786527
-1.3612473458804262	-1.3588827694210464	1.3476880284208648	-0.37770744754916674	-0.7408240566074664
1.357693168724449	1.349541221370512	-1.3245966335665964	0.4559746101970863	0.13862814093639572
