39	47	33	22	59	17	18	42	27	14
44	10	54	13	5	56	42	60	39	52
58	28	46	25	53	1	56	31	19	29
18	10	39	58	45	20	14	19	60	48
46	18	36	44	48	50	33	4	12	45
25	40	46	15	32	13	1	41	2	21
16	13	39	53	1	42	44	49	51	7
32	49	37	55	54	56	4	24	17	7
9	48	31	54	56	23	21	13	24	14
28	26	16	8	24	60	18	37	56	23
48	49	44	45	29	31	35	6	13	32
19	46	16	3	17	31	53	37	38	29
33	52	23	27	12	42	30	19	37	6
1	36	39	34	51	35	29	14	3	38
10	17	16	32	31	44	47	42	51	60
56	3	14	1	38	50	31	9	27	29
12	20	42	32	8	21	22	31	2	30
56	7	43	60	35	40	17	25	3	20
22	17	48	26	46	44	16	4	3	33
26	54	25	9	31	52	36	21	14	44
57	23	4	11	33	60	16	25	19	17
28	14	2	38	9	45	23	18	39	52
11	7	60	36	48	29	9	38	56	12
53	13	49	58	30	27	57	4	55	32
45	14	2	8	44	54	21	53	17	7
24	34	37	31	18	9	55	8	58	60
7	42	11	46	29	31	12	59	28	30
26	43	5	34	49	25	36	17	32	15
48	47	56	26	57	33	46	2	10	49
57	27	48	53	38	21	22	24	36	60
58	21	20	52	31	42	7	25	4	34
43	55	39	40	48	26	25	60	53	10
2	4	9	10	36	60	26	56	6	13
18	11	19	46	17	43	30	54	38	40
55	9	47	11	2	8	60	7	49	14
57	38	51	21	14	11	30	56	16	1
36	57	50	1	60	20	7	29	22	27
54	9	26	4	22	40	6	36	16	31
10	26	1	14	15	29	12	19	39	22
4	24	28	48	18	46	31	3	14	54
29	12	14	45	35	8	39	22	25	37
25	1	5	34	60	51	6	20	29	54
55	38	53	36	1	18	7	34	4	35
29	19	30	41	46	18	17	59	35	44
46	52	51	10	48	53	42	47	4	33
20	38	52	22	43	10	29	34	59	16
16	55	36	6	58	11	42	46	18	7
46	19	15	12	4	31	22	40	26	20
4	13	32	24	51	60	57	29	7	28
52	12	10	4	38	2	16	60	40	13
41	9	37	49	51	20	27	58	53	24
22	17	5	26	10	60	50	28	48	58
60	6	19	45	34	26	17	8	16	9
20	7	49	56	13	39	3	33	35	2
1	9	51	16	30	29	31	18	22	52
60	4	23	46	34	18	49	5	17	57
40	41	28	9	54	49	24	45	17	19
48	6	56	1	17	3	24	42	60	28
49	34	44	1	27	14	17	52	11	56
14	34	58	8	54	7	11	35	55	5
