55	30	54	41	39	1	59	22	33	28
13	33	51	1	8	43	2	56	17	47
37	1	19	11	16	2	45	41	38	42
46	8	23	2	1	56	10	59	27	22
36	17	35	34	7	5	2	9	28	43
19	12	4	54	14	35	59	13	39	8
50	6	57	38	16	48	2	41	47	32
44	28	45	1	11	6	10	50	58	8
40	3	9	11	37	48	47	27	41	15
59	60	5	19	16	12	42	20	9	52
54	56	31	2	24	7	52	15	47	46
47	54	1	55	5	16	27	52	30	14
8	10	16	25	23	24	34	55	1	2
24	58	32	53	19	16	48	42	21	45
26	28	25	60	39	6	40	7	57	14
36	14	56	4	11	35	16	8	10	49
18	14	39	1	5	60	13	37	53	44
34	60	31	49	25	22	33	17	6	19
14	38	46	25	35	16	26	17	44	59
9	5	31	43	47	40	48	60	11	45
28	12	43	51	45	47	30	59	60	44
13	43	51	27	26	52	34	59	21	17
23	43	12	28	7	8	52	34	60	37
32	39	46	36	29	27	6	49	23	22
2	31	56	16	42	7	58	41	29	9
56	13	2	35	57	26	33	39	22	31
26	8	21	32	59	5	16	36	24	60
4	5	20	58	56	42	35	47	27	57
54	15	10	38	59	9	56	16	1	12
41	58	15	36	55	28	17	32	29	7
34	9	15	31	46	40	28	48	50	24
18	55	29	51	12	7	59	31	25	20
46	27	41	53	60	3	57	48	34	1
59	23	24	30	31	53	47	26	46	20
3	19	59	27	28	39	20	50	14	55
55	35	53	4	32	1	9	22	13	28
19	42	35	14	4	1	11	27	33	7
8	19	6	24	16	35	12	55	11	5
56	33	25	7	31	57	13	8	18	52
56	53	46	5	24	22	23	52	13	6
49	3	56	46	54	43	33	53	30	26
16	12	29	41	56	19	59	55	5	33
23	53	25	51	13	44	47	60	31	5
16	36	31	53	38	28	35	5	3	39
20	4	54	59	57	32	24	2	3	13
8	38	28	7	25	50	31	39	52	30
31	32	36	44	34	40	24	35	10	45
16	22	18	56	11	6	38	55	57	31
43	53	35	50	38	44	29	1	11	23
34	23	38	60	43	10	28	21	51	48
54	27	44	52	21	7	29	19	45	10
13	32	5	14	36	7	33	48	26	16
46	57	38	28	25	11	24	26	45	37
38	6	7	33	26	30	3	31	57	25
10	45	47	17	29	14	11	43	4	60
59	34	60	55	6	49	57	12	9	33
11	7	22	23	6	38	30	53	12	47
40	44	22	28	6	49	25	36	38	15
36	22	47	5	56	43	1	48	45	60
54	28	22	5	56	48	1	37	35	58
