"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0092,0.0958,0.1025,0.0172,0,0.0886,0,0,0,0.1197,0,0.0721,0.0774,0.0202,0.0166,0.0902,0.0405,0,0,0.0978
"V2",0,0.0149,0.0136,0,0,0.017,0.0069,0,0,0,0,0,0.0138,0,0,0.0167,0.0065,0,0,0.0191
"V3",0,0.003,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0163,0.1847,0.1067,0.0287,0.0194,0.2039,0.0452,0.21,0.2033,0.2534,0.044,0,0.0724,0,0,0,0.0333,0,0.0443,0
"V5",0.0027,0.0297,0,0.0046,0.0041,0.029,0.0092,0.028,0.0291,0.0344,0.005,0,0.014,0.0045,0,0.0193,0.0077,0.0136,0.0144,0.0225
"V6",0,0,0,0,0,0.0133,0,0,0,0.0158,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0165,0.018,0,0,0.0362,0.0147,0,0,0,0,0,0,0,0,0.0332,0,0,0,0.04
"V8",0,0,0.017,0,0,0.0289,0,0.0209,0.0187,0.0365,0,0,0.011,0,0,0.0284,0,0,0,0.0328
"V9",0,0,0,0.0027,0.0024,0.0238,0.0076,0,0.0078,0,0.0024,0,0.0128,0.0029,0,0.0179,0.0058,0.0073,0,0.0207
"V10",0,0,0,0,0,0.0118,0,0,0,0.0142,0,0,0,0,0,0.012,0,0,0,0
