"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0092,0.0958,0.102,0.0171,0,0.0903,0,0,0,0.121,0,0.0741,0.0784,0.0198,0.0159,0.0919,0.0407,0,0,0.098
"V2",0,0.0146,0.0134,0,0,0.0167,0.0067,0,0,0,0,0,0.0134,0,0,0.0165,0.0063,0,0,0.0184
"V3",0,0.0031,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0157,0.1797,0.1045,0.0284,0.0186,0.1991,0.0451,0.1999,0.1952,0.2437,0.0426,0,0.0718,0,0,0,0.033,0,0.0439,0
"V5",0.0027,0.0303,0,0.0047,0.0041,0.0295,0.0095,0.0281,0.0294,0.0347,0.005,0,0.014,0.0045,0,0.0197,0.0078,0.0135,0.0144,0.0225
"V6",0,0,0,0,0,0.0133,0,0,0,0.0154,0,0,0,0,0,0,0,0,0,0
"V7",0,0.017,0.0185,0,0,0.037,0.0149,0,0,0,0,0,0,0,0,0.0342,0,0,0,0.0401
"V8",0,0,0.0165,0,0,0.0294,0,0.0202,0.0183,0.0365,0,0,0.011,0,0,0.0289,0,0,0,0.0325
"V9",0,0,0,0.0027,0.0024,0.0241,0.0077,0,0.0076,0,0.0024,0,0.0126,0.0028,0,0.0182,0.0058,0.0072,0,0.0206
"V10",0,0,0,0,0,0.0122,0,0,0,0.0142,0,0,0,0,0,0.0124,0,0,0,0
