"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0941,0.0987,0.0172,0,0.0884,0,0,0,0.1235,0,0.0713,0.0763,0.0197,0.0159,0.09,0.0397,0,0,0.0981
"V2",0,0.0151,0.0139,0,0,0.0172,0.007,0,0,0,0,0,0.0138,0,0,0.017,0.0065,0,0,0.0194
"V3",0,0.0029,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0157,0.1732,0.1005,0.0274,0.0187,0.1936,0.0442,0.1959,0.1898,0.2351,0.0412,0,0.07,0,0,0,0.0323,0,0.0413,0
"V5",0.0028,0.0306,0,0.0047,0.0043,0.0296,0.0096,0.0283,0.0296,0.0348,0.005,0,0.014,0.0047,0,0.0195,0.0078,0.0134,0.0142,0.023
"V6",0,0,0,0,0,0.0134,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0168,0.0184,0,0,0.0367,0.015,0,0,0,0,0,0,0,0,0.0339,0,0,0,0.0408
"V8",0,0,0.0169,0,0,0.03,0,0.0207,0.0185,0.0381,0,0,0.0109,0,0,0.0295,0,0,0,0.0343
"V9",0,0,0,0.0027,0.0025,0.0245,0.0079,0,0.0077,0,0.0024,0,0.0128,0.003,0,0.0183,0.006,0.0072,0,0.0214
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.0119,0,0,0,0
