"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0963,0.1021,0.0175,0,0.0894,0,0,0,0.125,0,0.0749,0.0802,0.0205,0.0162,0.0925,0.0412,0,0,0.1002
"V2",0,0.0147,0.0134,0,0,0.0168,0.0068,0,0,0,0,0,0.0133,0,0,0.0165,0.0064,0,0,0.0187
"V3",0,0.0032,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0155,0.1739,0.1013,0.0282,0.0186,0.1973,0.0443,0.201,0.1963,0.2445,0.0425,0,0.0701,0,0,0,0.0323,0,0.0424,0
"V5",0.0027,0.0301,0,0.0047,0.0041,0.0293,0.0094,0.0282,0.0297,0.0348,0.0051,0,0.014,0.0046,0,0.0194,0.0078,0.0132,0.0141,0.0226
"V6",0,0,0,0,0,0.0134,0,0,0,0.0158,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0168,0.0184,0,0,0.0364,0.0148,0,0,0,0,0,0,0,0,0.0335,0,0,0,0.04
"V8",0,0,0.0165,0,0,0.029,0,0.0202,0.0184,0.0371,0,0,0.0111,0,0,0.0289,0,0,0,0.0334
"V9",0,0,0,0.0028,0.0025,0.0241,0.0078,0,0.0078,0,0.0024,0,0.0129,0.003,0,0.0182,0.0059,0.0073,0,0.0209
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.012,0,0,0,0
