"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0976,0.1023,0.0175,0,0.0902,0,0,0,0.1232,0,0.0744,0.0787,0.0203,0.0162,0.0927,0.0408,0,0,0.1008
"V2",0,0.0146,0.0135,0,0,0.017,0.0067,0,0,0,0,0,0.0135,0,0,0.0167,0.0064,0,0,0.0189
"V3",0,0.0033,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0155,0.1738,0.1028,0.0278,0.0186,0.2008,0.0442,0.2006,0.1951,0.2401,0.0425,0,0.0714,0,0,0,0.0322,0,0.0432,0
"V5",0.0027,0.0304,0,0.0047,0.0041,0.0301,0.0094,0.0285,0.0297,0.0346,0.0051,0,0.0144,0.0047,0,0.0197,0.0078,0.0133,0.0142,0.0226
"V6",0,0,0,0,0,0.0133,0,0,0,0.0158,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0167,0.0185,0,0,0.0368,0.0147,0,0,0,0,0,0,0,0,0.0336,0,0,0,0.0404
"V8",0,0,0.0166,0,0,0.0291,0,0.0201,0.018,0.0361,0,0,0.011,0,0,0.0286,0,0,0,0.0331
"V9",0,0,0,0.0028,0.0025,0.0247,0.0078,0,0.0078,0,0.0024,0,0.0132,0.0029,0,0.0185,0.006,0.0074,0,0.0213
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.012,0,0,0,0
