"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0095,0.0964,0.1032,0.0181,0,0.0904,0,0,0,0.1266,0,0.075,0.0813,0.0208,0.0164,0.0927,0.0416,0,0,0.1011
"V2",0,0.0148,0.0137,0,0,0.0169,0.0069,0,0,0,0,0,0.0136,0,0,0.0166,0.0064,0,0,0.019
"V3",0,0.0034,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0156,0.174,0.1037,0.0272,0.0185,0.1945,0.0444,0.1949,0.1906,0.2399,0.0412,0,0.0713,0,0,0,0.0324,0,0.0436,0
"V5",0.0027,0.0294,0,0.0046,0.0041,0.029,0.0093,0.0275,0.0288,0.0343,0.0049,0,0.0142,0.0045,0,0.0195,0.0078,0.0133,0.0143,0.0228
"V6",0,0,0,0,0,0.0133,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0172,0.0188,0,0,0.0368,0.015,0,0,0,0,0,0,0,0,0.0335,0,0,0,0.0408
"V8",0,0,0.0166,0,0,0.029,0,0.0202,0.0184,0.0369,0,0,0.0113,0,0,0.0283,0,0,0,0.0334
"V9",0,0,0,0.0027,0.0025,0.0242,0.0077,0,0.0078,0,0.0024,0,0.013,0.0029,0,0.0181,0.0058,0.0073,0,0.021
"V10",0,0,0,0,0,0.0117,0,0,0,0.014,0,0,0,0,0,0.0118,0,0,0,0
