"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0965,0.1025,0.0177,0,0.0913,0,0,0,0.1245,0,0.0751,0.0795,0.0207,0.0164,0.0929,0.0417,0,0,0.1002
"V2",0,0.0145,0.0133,0,0,0.0171,0.0068,0,0,0,0,0,0.0132,0,0,0.0167,0.0065,0,0,0.0187
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0152,0.1728,0.1025,0.0275,0.0184,0.1919,0.0441,0.1932,0.1883,0.236,0.041,0,0.0691,0,0,0,0.033,0,0.0422,0
"V5",0.0027,0.0299,0,0.0046,0.0041,0.0291,0.0094,0.0277,0.029,0.0344,0.0049,0,0.014,0.0045,0,0.0196,0.0079,0.0135,0.0143,0.0227
"V6",0,0,0,0,0,0.0135,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0163,0.018,0,0,0.0364,0.0146,0,0,0,0,0,0,0,0,0.0335,0,0,0,0.0396
"V8",0,0,0.017,0,0,0.0301,0,0.0209,0.019,0.0373,0,0,0.0109,0,0,0.0295,0,0,0,0.0338
"V9",0,0,0,0.0027,0.0024,0.0243,0.0077,0,0.0076,0,0.0024,0,0.0128,0.0029,0,0.0183,0.0059,0.0072,0,0.0208
"V10",0,0,0,0,0,0.012,0,0,0,0.014,0,0,0,0,0,0.0121,0,0,0,0
