"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0096,0.0988,0.1039,0.0186,0,0.0925,0,0,0,0.1243,0,0.0756,0.0821,0.0212,0.0163,0.0951,0.042,0,0,0.1004
"V2",0,0.015,0.0137,0,0,0.0172,0.0069,0,0,0,0,0,0.0138,0,0,0.0169,0.0065,0,0,0.0188
"V3",0,0.0029,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0158,0.1825,0.1047,0.0304,0.019,0.2044,0.0456,0.2105,0.204,0.2471,0.0442,0,0.0744,0,0,0,0.0343,0,0.0459,0
"V5",0.0027,0.0294,0,0.0047,0.004,0.0291,0.0092,0.0274,0.0284,0.0334,0.0049,0,0.014,0.0045,0,0.0193,0.0077,0.0131,0.014,0.0219
"V6",0,0,0,0,0,0.0133,0,0,0,0.0154,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0166,0.0182,0,0,0.037,0.0149,0,0,0,0,0,0,0,0,0.034,0,0,0,0.0398
"V8",0,0,0.0161,0,0,0.0292,0,0.0199,0.0179,0.0356,0,0,0.0107,0,0,0.0288,0,0,0,0.0323
"V9",0,0,0,0.0028,0.0024,0.0246,0.0079,0,0.0079,0,0.0025,0,0.0131,0.0029,0,0.0185,0.0061,0.0074,0,0.0209
"V10",0,0,0,0,0,0.0122,0,0,0,0.0142,0,0,0,0,0,0.0124,0,0,0,0
