"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0976,0.1047,0.0177,0,0.0916,0,0,0,0.122,0,0.0762,0.0819,0.0205,0.0165,0.0925,0.0415,0,0,0.0997
"V2",0,0.0148,0.0136,0,0,0.0167,0.0068,0,0,0,0,0,0.0137,0,0,0.0163,0.0064,0,0,0.0183
"V3",0,0.0033,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0153,0.1764,0.103,0.0274,0.0187,0.1891,0.0447,0.1962,0.1891,0.2294,0.0407,0,0.0719,0,0,0,0.0326,0,0.0429,0
"V5",0.0027,0.0303,0,0.0046,0.0042,0.0291,0.0095,0.0281,0.0292,0.0336,0.005,0,0.0144,0.0045,0,0.0192,0.0078,0.0134,0.0142,0.022
"V6",0,0,0,0,0,0.0132,0,0,0,0.0156,0,0,0,0,0,0,0,0,0,0
"V7",0,0.017,0.0187,0,0,0.0367,0.0149,0,0,0,0,0,0,0,0,0.0335,0,0,0,0.0397
"V8",0,0,0.0171,0,0,0.0296,0,0.0207,0.0187,0.0366,0,0,0.0113,0,0,0.0289,0,0,0,0.0331
"V9",0,0,0,0.0027,0.0025,0.0243,0.0078,0,0.0077,0,0.0024,0,0.0131,0.0029,0,0.0181,0.006,0.0072,0,0.0206
"V10",0,0,0,0,0,0.012,0,0,0,0.014,0,0,0,0,0,0.0122,0,0,0,0
