"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0092,0.0972,0.1011,0.0174,0,0.0872,0,0,0,0.1205,0,0.0741,0.077,0.0204,0.0164,0.0902,0.0403,0,0,0.0986
"V2",0,0.0144,0.0131,0,0,0.0167,0.0067,0,0,0,0,0,0.0132,0,0,0.0165,0.0064,0,0,0.0186
"V3",0,0.0034,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0156,0.1754,0.1028,0.0282,0.0189,0.1937,0.0443,0.1987,0.1927,0.2357,0.0418,0,0.0702,0,0,0,0.0326,0,0.0449,0
"V5",0.0027,0.0299,0,0.0047,0.0042,0.0288,0.0094,0.0278,0.029,0.0338,0.0049,0,0.0139,0.0045,0,0.0194,0.0078,0.0136,0.0146,0.0225
"V6",0,0,0,0,0,0.0135,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0166,0.0183,0,0,0.0364,0.0146,0,0,0,0,0,0,0,0,0.0336,0,0,0,0.0403
"V8",0,0,0.0168,0,0,0.0285,0,0.0203,0.0184,0.0361,0,0,0.011,0,0,0.0282,0,0,0,0.033
"V9",0,0,0,0.0027,0.0024,0.0236,0.0076,0,0.0076,0,0.0024,0,0.0125,0.0028,0,0.0177,0.0058,0.0071,0,0.0204
"V10",0,0,0,0,0,0.0118,0,0,0,0.014,0,0,0,0,0,0.0119,0,0,0,0
