"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0095,0.0972,0.1016,0.0177,0,0.0912,0,0,0,0.123,0,0.0742,0.0794,0.0204,0.0164,0.0931,0.041,0,0,0.0987
"V2",0,0.0148,0.0136,0,0,0.0171,0.0069,0,0,0,0,0,0.0138,0,0,0.0167,0.0064,0,0,0.0186
"V3",0,0.0028,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0159,0.1759,0.103,0.0273,0.0187,0.1921,0.0449,0.1968,0.191,0.2345,0.0415,0,0.0715,0,0,0,0.033,0,0.0427,0
"V5",0.0027,0.0301,0,0.0046,0.0041,0.0288,0.0094,0.0278,0.0291,0.0338,0.005,0,0.0141,0.0045,0,0.0194,0.0077,0.0134,0.0141,0.022
"V6",0,0,0,0,0,0.0132,0,0,0,0.0154,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0169,0.0183,0,0,0.0371,0.015,0,0,0,0,0,0,0,0,0.0339,0,0,0,0.0399
"V8",0,0,0.0167,0,0,0.0293,0,0.0207,0.0187,0.0365,0,0,0.0108,0,0,0.0289,0,0,0,0.0327
"V9",0,0,0,0.0027,0.0024,0.0242,0.0078,0,0.0077,0,0.0024,0,0.0129,0.0028,0,0.0182,0.0059,0.0072,0,0.0205
"V10",0,0,0,0,0,0.0121,0,0,0,0.0142,0,0,0,0,0,0.0123,0,0,0,0
