"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0984,0.102,0.0172,0,0.0916,0,0,0,0.123,0,0.0754,0.0782,0.0205,0.0166,0.0935,0.0422,0,0,0.0998
"V2",0,0.0144,0.0134,0,0,0.0173,0.007,0,0,0,0,0,0.0134,0,0,0.0168,0.0065,0,0,0.0187
"V3",0,0.0031,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0156,0.1716,0.1023,0.0275,0.0187,0.1937,0.0444,0.1964,0.1899,0.2387,0.0415,0,0.0706,0,0,0,0.0331,0,0.0436,0
"V5",0.0027,0.0294,0,0.0045,0.0041,0.0288,0.0092,0.0273,0.0284,0.0335,0.0049,0,0.0137,0.0044,0,0.0192,0.0076,0.0131,0.0139,0.0219
"V6",0,0,0,0,0,0.0133,0,0,0,0.0155,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0168,0.0183,0,0,0.0374,0.015,0,0,0,0,0,0,0,0,0.0339,0,0,0,0.0401
"V8",0,0,0.0167,0,0,0.0297,0,0.0205,0.0186,0.0368,0,0,0.0109,0,0,0.0292,0,0,0,0.0333
"V9",0,0,0,0.0027,0.0024,0.0247,0.0079,0,0.0078,0,0.0024,0,0.0129,0.0029,0,0.0185,0.006,0.0073,0,0.0209
"V10",0,0,0,0,0,0.012,0,0,0,0.014,0,0,0,0,0,0.0122,0,0,0,0
