"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0999,0.1033,0.0177,0,0.0908,0,0,0,0.123,0,0.0758,0.0798,0.0208,0.0165,0.092,0.0414,0,0,0.0981
"V2",0,0.0148,0.0136,0,0,0.0166,0.0068,0,0,0,0,0,0.0136,0,0,0.0164,0.0063,0,0,0.0183
"V3",0,0.0027,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.016,0.1836,0.1068,0.0295,0.0191,0.2027,0.0453,0.2048,0.198,0.241,0.0433,0,0.0731,0,0,0,0.0331,0,0.045,0
"V5",0.0027,0.0303,0,0.0047,0.0041,0.0291,0.0093,0.0278,0.029,0.0337,0.005,0,0.014,0.0046,0,0.0192,0.0076,0.0133,0.0142,0.0222
"V6",0,0,0,0,0,0.0133,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0167,0.0182,0,0,0.0364,0.015,0,0,0,0,0,0,0,0,0.0338,0,0,0,0.0399
"V8",0,0,0.0162,0,0,0.0288,0,0.0202,0.0182,0.0362,0,0,0.0107,0,0,0.0284,0,0,0,0.0324
"V9",0,0,0,0.0028,0.0024,0.024,0.0077,0,0.0078,0,0.0024,0,0.0129,0.0029,0,0.018,0.0059,0.0073,0,0.0206
"V10",0,0,0,0,0,0.0121,0,0,0,0.0142,0,0,0,0,0,0.0122,0,0,0,0
