"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0993,0.1028,0.0184,0,0.0913,0,0,0,0.1264,0,0.0742,0.0791,0.0213,0.0164,0.094,0.0417,0,0,0.1022
"V2",0,0.015,0.0137,0,0,0.017,0.0069,0,0,0,0,0,0.0137,0,0,0.0167,0.0065,0,0,0.019
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0163,0.1889,0.1071,0.0298,0.0195,0.2065,0.0468,0.2119,0.2042,0.2521,0.045,0,0.0736,0,0,0,0.034,0,0.0452,0
"V5",0.0027,0.0298,0,0.0047,0.0041,0.029,0.0093,0.0278,0.0287,0.0342,0.005,0,0.0138,0.0045,0,0.0192,0.0077,0.0132,0.0141,0.0225
"V6",0,0,0,0,0,0.0133,0,0,0,0.0156,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0166,0.0182,0,0,0.0369,0.0149,0,0,0,0,0,0,0,0,0.0339,0,0,0,0.0403
"V8",0,0,0.0164,0,0,0.029,0,0.0202,0.018,0.0363,0,0,0.0107,0,0,0.0288,0,0,0,0.033
"V9",0,0,0,0.0028,0.0024,0.0242,0.0078,0,0.0076,0,0.0024,0,0.0128,0.0029,0,0.0181,0.006,0.0073,0,0.021
"V10",0,0,0,0,0,0.012,0,0,0,0.0141,0,0,0,0,0,0.0122,0,0,0,0
