"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0987,0.1026,0.0177,0,0.0905,0,0,0,0.1253,0,0.075,0.0809,0.0211,0.0166,0.0932,0.0413,0,0,0.1018
"V2",0,0.0147,0.0134,0,0,0.017,0.0068,0,0,0,0,0,0.0137,0,0,0.0167,0.0064,0,0,0.019
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0154,0.1814,0.1045,0.029,0.0188,0.2042,0.0446,0.205,0.1982,0.2426,0.0437,0,0.0724,0,0,0,0.0327,0,0.0437,0
"V5",0.0026,0.03,0,0.0047,0.0041,0.0296,0.0093,0.0281,0.0292,0.0343,0.0051,0,0.0143,0.0046,0,0.0193,0.0077,0.0134,0.0142,0.0229
"V6",0,0,0,0,0,0.0134,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0167,0.0182,0,0,0.0369,0.0148,0,0,0,0,0,0,0,0,0.0338,0,0,0,0.0406
"V8",0,0,0.0165,0,0,0.0291,0,0.0204,0.0185,0.0368,0,0,0.0109,0,0,0.0284,0,0,0,0.0332
"V9",0,0,0,0.0028,0.0025,0.0246,0.0078,0,0.0079,0,0.0024,0,0.013,0.003,0,0.0182,0.006,0.0073,0,0.0212
"V10",0,0,0,0,0,0.0119,0,0,0,0.0139,0,0,0,0,0,0.0119,0,0,0,0
