"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0092,0.0943,0.1013,0.0173,0,0.0899,0,0,0,0.1197,0,0.072,0.0773,0.0199,0.016,0.0906,0.0401,0,0,0.0963
"V2",0,0.0148,0.0137,0,0,0.017,0.007,0,0,0,0,0,0.0137,0,0,0.0168,0.0066,0,0,0.0187
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0154,0.1702,0.1015,0.0271,0.0186,0.1903,0.0436,0.1913,0.1844,0.2245,0.0402,0,0.0694,0,0,0,0.0326,0,0.0428,0
"V5",0.0028,0.0301,0,0.0047,0.0042,0.0293,0.0094,0.0278,0.029,0.0336,0.005,0,0.014,0.0046,0,0.0195,0.0078,0.0132,0.0142,0.0222
"V6",0,0,0,0,0,0.0132,0,0,0,0.0154,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0167,0.0181,0,0,0.0361,0.0148,0,0,0,0,0,0,0,0,0.0334,0,0,0,0.0392
"V8",0,0,0.0163,0,0,0.0294,0,0.0201,0.0181,0.036,0,0,0.0108,0,0,0.0289,0,0,0,0.0326
"V9",0,0,0,0.0027,0.0025,0.0244,0.0079,0,0.0078,0,0.0024,0,0.0129,0.003,0,0.0182,0.006,0.0072,0,0.0207
"V10",0,0,0,0,0,0.0121,0,0,0,0.0142,0,0,0,0,0,0.0124,0,0,0,0
