"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0929,0.1002,0.0174,0,0.0887,0,0,0,0.1232,0,0.0726,0.0782,0.0198,0.0162,0.0903,0.0402,0,0,0.0977
"V2",0,0.0146,0.0137,0,0,0.0169,0.007,0,0,0,0,0,0.0136,0,0,0.0166,0.0065,0,0,0.0188
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0154,0.1684,0.1003,0.0276,0.0184,0.1922,0.0433,0.1925,0.1869,0.2331,0.041,0,0.0698,0,0,0,0.0323,0,0.0417,0
"V5",0.0028,0.0303,0,0.0048,0.0041,0.0298,0.0094,0.0283,0.0295,0.035,0.0051,0,0.0142,0.0046,0,0.0194,0.0078,0.0135,0.0143,0.023
"V6",0,0,0,0,0,0.0133,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0167,0.0183,0,0,0.0361,0.015,0,0,0,0,0,0,0,0,0.0334,0,0,0,0.0399
"V8",0,0,0.0167,0,0,0.0293,0,0.0206,0.0185,0.0371,0,0,0.0109,0,0,0.0289,0,0,0,0.0333
"V9",0,0,0,0.0027,0.0024,0.0241,0.0078,0,0.0078,0,0.0025,0,0.013,0.0029,0,0.0181,0.006,0.0073,0,0.0208
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.0121,0,0,0,0
