"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0978,0.1051,0.018,0,0.092,0,0,0,0.1258,0,0.0759,0.0822,0.0209,0.0167,0.095,0.0422,0,0,0.1008
"V2",0,0.0149,0.0138,0,0,0.0171,0.007,0,0,0,0,0,0.0138,0,0,0.0168,0.0065,0,0,0.0188
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0171,0.1951,0.1101,0.03,0.0203,0.2111,0.049,0.2261,0.2192,0.2666,0.0465,0,0.0766,0,0,0,0.0347,0,0.047,0
"V5",0.0027,0.0297,0,0.0046,0.0042,0.0292,0.0095,0.0281,0.0292,0.0344,0.0049,0,0.0141,0.0045,0,0.0195,0.0077,0.0134,0.0143,0.0223
"V6",0,0,0,0,0,0.0132,0,0,0,0.0155,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0168,0.0184,0,0,0.0368,0.015,0,0,0,0,0,0,0,0,0.0337,0,0,0,0.0398
"V8",0,0,0.0166,0,0,0.0293,0,0.0205,0.0184,0.0368,0,0,0.011,0,0,0.029,0,0,0,0.033
"V9",0,0,0,0.0027,0.0024,0.0244,0.0078,0,0.0077,0,0.0024,0,0.0129,0.0029,0,0.0182,0.0059,0.0073,0,0.0208
"V10",0,0,0,0,0,0.012,0,0,0,0.0141,0,0,0,0,0,0.0122,0,0,0,0
