"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0095,0.0975,0.1026,0.0179,0,0.0901,0,0,0,0.1222,0,0.0749,0.0804,0.0208,0.0163,0.0938,0.0415,0,0,0.0996
"V2",0,0.0146,0.0136,0,0,0.0171,0.0069,0,0,0,0,0,0.0137,0,0,0.0169,0.0065,0,0,0.0187
"V3",0,0.003,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0154,0.1728,0.1038,0.0282,0.0185,0.2015,0.0441,0.2006,0.1952,0.2407,0.0424,0,0.0721,0,0,0,0.0323,0,0.0432,0
"V5",0.0027,0.0294,0,0.0046,0.0041,0.0293,0.0092,0.0277,0.0289,0.034,0.005,0,0.014,0.0045,0,0.0194,0.0076,0.0133,0.0142,0.0222
"V6",0,0,0,0,0,0.0133,0,0,0,0.0155,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0167,0.0183,0,0,0.0371,0.0149,0,0,0,0,0,0,0,0,0.0339,0,0,0,0.0398
"V8",0,0,0.0169,0,0,0.0293,0,0.0206,0.0187,0.0367,0,0,0.0109,0,0,0.0292,0,0,0,0.0331
"V9",0,0,0,0.0027,0.0025,0.0242,0.0077,0,0.0076,0,0.0024,0,0.0129,0.0029,0,0.0182,0.0059,0.0071,0,0.0205
"V10",0,0,0,0,0,0.0121,0,0,0,0.0141,0,0,0,0,0,0.0123,0,0,0,0
