"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0948,0.1031,0.0174,0,0.0895,0,0,0,0.1233,0,0.0738,0.0801,0.0204,0.0163,0.0922,0.0414,0,0,0.1004
"V2",0,0.0148,0.0136,0,0,0.0171,0.007,0,0,0,0,0,0.0138,0,0,0.0169,0.0066,0,0,0.0191
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0148,0.1706,0.1018,0.0277,0.018,0.1932,0.0442,0.1923,0.1854,0.2286,0.0408,0,0.0701,0,0,0,0.0323,0,0.0421,0
"V5",0.0026,0.0294,0,0.0047,0.004,0.0292,0.0093,0.0278,0.0289,0.0338,0.005,0,0.0142,0.0045,0,0.0192,0.0077,0.0133,0.014,0.0222
"V6",0,0,0,0,0,0.0133,0,0,0,0.0158,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0166,0.018,0,0,0.0362,0.0148,0,0,0,0,0,0,0,0,0.0331,0,0,0,0.0398
"V8",0,0,0.0164,0,0,0.0285,0,0.0201,0.0182,0.0361,0,0,0.0108,0,0,0.0281,0,0,0,0.0326
"V9",0,0,0,0.0028,0.0025,0.0247,0.0079,0,0.0079,0,0.0024,0,0.0132,0.003,0,0.0184,0.0061,0.0074,0,0.0212
"V10",0,0,0,0,0,0.0118,0,0,0,0.0141,0,0,0,0,0,0.012,0,0,0,0
