"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0095,0.0985,0.1035,0.0179,0,0.0895,0,0,0,0.1255,0,0.0746,0.0797,0.0209,0.0164,0.0918,0.0418,0,0,0.1017
"V2",0,0.0148,0.0137,0,0,0.0168,0.0069,0,0,0,0,0,0.0136,0,0,0.0166,0.0065,0,0,0.019
"V3",0,0.0031,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0158,0.1757,0.1044,0.0286,0.0189,0.1988,0.0457,0.2012,0.1957,0.2389,0.0428,0,0.0724,0,0,0,0.0336,0,0.0432,0
"V5",0.0028,0.0304,0,0.0047,0.0042,0.0295,0.0096,0.0284,0.0296,0.0346,0.0051,0,0.0142,0.0046,0,0.0196,0.008,0.0135,0.0145,0.0234
"V6",0,0,0,0,0,0.0134,0,0,0,0.0161,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0168,0.0182,0,0,0.0361,0.0149,0,0,0,0,0,0,0,0,0.033,0,0,0,0.0402
"V8",0,0,0.0167,0,0,0.0293,0,0.0204,0.0186,0.0377,0,0,0.0111,0,0,0.0288,0,0,0,0.0339
"V9",0,0,0,0.0028,0.0024,0.0241,0.0078,0,0.0077,0,0.0025,0,0.0127,0.0028,0,0.0179,0.0059,0.0072,0,0.021
"V10",0,0,0,0,0,0.0117,0,0,0,0.014,0,0,0,0,0,0.0118,0,0,0,0
