"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0933,0.101,0.0172,0,0.09,0,0,0,0.1236,0,0.0733,0.079,0.0198,0.0159,0.0919,0.0407,0,0,0.1001
"V2",0,0.0145,0.0134,0,0,0.017,0.0069,0,0,0,0,0,0.0135,0,0,0.0166,0.0063,0,0,0.019
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0147,0.166,0.0981,0.0259,0.0178,0.177,0.0433,0.1886,0.1824,0.2253,0.0387,0,0.0684,0,0,0,0.0314,0,0.0417,0
"V5",0.0027,0.0302,0,0.0046,0.0041,0.0291,0.0095,0.0286,0.0297,0.0349,0.005,0,0.0142,0.0046,0,0.0194,0.0076,0.0133,0.0142,0.0229
"V6",0,0,0,0,0,0.0135,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0172,0.0188,0,0,0.0376,0.0153,0,0,0,0,0,0,0,0,0.0346,0,0,0,0.0416
"V8",0,0,0.0164,0,0,0.0296,0,0.0202,0.0183,0.0367,0,0,0.0109,0,0,0.0289,0,0,0,0.0335
"V9",0,0,0,0.0027,0.0025,0.0243,0.0078,0,0.0078,0,0.0024,0,0.0132,0.003,0,0.0183,0.0059,0.0073,0,0.0213
"V10",0,0,0,0,0,0.0119,0,0,0,0.014,0,0,0,0,0,0.0119,0,0,0,0
