"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0961,0.1011,0.0174,0,0.0892,0,0,0,0.1214,0,0.0741,0.0793,0.0205,0.0161,0.0931,0.0415,0,0,0.0989
"V2",0,0.0146,0.0135,0,0,0.0169,0.007,0,0,0,0,0,0.0135,0,0,0.0167,0.0065,0,0,0.0188
"V3",0,0.0031,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0151,0.1766,0.1037,0.0288,0.0184,0.1968,0.0449,0.1985,0.1924,0.2369,0.0422,0,0.0704,0,0,0,0.0328,0,0.0434,0
"V5",0.0026,0.0294,0,0.0046,0.004,0.0286,0.0092,0.0274,0.0286,0.0332,0.0049,0,0.0137,0.0044,0,0.0191,0.0076,0.013,0.014,0.0219
"V6",0,0,0,0,0,0.0133,0,0,0,0.0158,0,0,0,0,0,0,0,0,0,0
"V7",0,0.017,0.0186,0,0,0.0366,0.0151,0,0,0,0,0,0,0,0,0.0337,0,0,0,0.0403
"V8",0,0,0.0168,0,0,0.0294,0,0.0206,0.0188,0.0374,0,0,0.011,0,0,0.0291,0,0,0,0.0335
"V9",0,0,0,0.0027,0.0024,0.0242,0.0078,0,0.0076,0,0.0024,0,0.0128,0.0028,0,0.0181,0.0059,0.0072,0,0.0206
"V10",0,0,0,0,0,0.0119,0,0,0,0.0142,0,0,0,0,0,0.012,0,0,0,0
