"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0954,0.101,0.0175,0,0.0896,0,0,0,0.1203,0,0.0734,0.0787,0.0203,0.0161,0.0916,0.0411,0,0,0.0984
"V2",0,0.0148,0.0137,0,0,0.0171,0.007,0,0,0,0,0,0.0137,0,0,0.017,0.0066,0,0,0.019
"V3",0,0.0031,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0155,0.1681,0.1012,0.027,0.0187,0.1917,0.0439,0.1923,0.186,0.2295,0.0403,0,0.0698,0,0,0,0.0321,0,0.0426,0
"V5",0.0027,0.0295,0,0.0047,0.0042,0.0294,0.0094,0.0277,0.0289,0.0338,0.0049,0,0.0141,0.0046,0,0.0194,0.0078,0.0135,0.0144,0.0224
"V6",0,0,0,0,0,0.0135,0,0,0,0.0158,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0166,0.0183,0,0,0.0364,0.0149,0,0,0,0,0,0,0,0,0.0336,0,0,0,0.0398
"V8",0,0,0.0168,0,0,0.0294,0,0.0206,0.0187,0.0364,0,0,0.0109,0,0,0.0288,0,0,0,0.0331
"V9",0,0,0,0.0027,0.0024,0.0239,0.0078,0,0.0076,0,0.0024,0,0.0128,0.0029,0,0.0181,0.0059,0.0072,0,0.0205
"V10",0,0,0,0,0,0.0121,0,0,0,0.0141,0,0,0,0,0,0.0121,0,0,0,0
