"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0095,0.0978,0.1032,0.0181,0,0.0898,0,0,0,0.1267,0,0.0758,0.081,0.021,0.0163,0.092,0.0414,0,0,0.0994
"V2",0,0.0148,0.0136,0,0,0.0167,0.0068,0,0,0,0,0,0.0137,0,0,0.0164,0.0063,0,0,0.0186
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0163,0.1804,0.1057,0.0293,0.0195,0.2059,0.0456,0.2107,0.2024,0.2509,0.0439,0,0.0747,0,0,0,0.0337,0,0.0448,0
"V5",0.0027,0.0297,0,0.0047,0.0042,0.0294,0.0094,0.028,0.0288,0.0345,0.005,0,0.0143,0.0045,0,0.0192,0.0077,0.0136,0.0144,0.0226
"V6",0,0,0,0,0,0.0134,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0171,0.0184,0,0,0.0367,0.0151,0,0,0,0,0,0,0,0,0.0339,0,0,0,0.0407
"V8",0,0,0.0166,0,0,0.0284,0,0.0203,0.0182,0.0361,0,0,0.0109,0,0,0.028,0,0,0,0.0325
"V9",0,0,0,0.0027,0.0025,0.024,0.0078,0,0.0077,0,0.0024,0,0.0128,0.0029,0,0.0179,0.0058,0.0073,0,0.0206
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.012,0,0,0,0
