"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0964,0.1057,0.0181,0,0.0908,0,0,0,0.1259,0,0.0772,0.0816,0.0212,0.0167,0.0943,0.0421,0,0,0.1015
"V2",0,0.0143,0.0132,0,0,0.0168,0.0067,0,0,0,0,0,0.0133,0,0,0.0164,0.0062,0,0,0.0186
"V3",0,0.0033,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0152,0.1726,0.1051,0.0275,0.0187,0.1942,0.0452,0.1941,0.1872,0.2324,0.041,0,0.0708,0,0,0,0.0322,0,0.0434,0
"V5",0.0026,0.0292,0,0.0046,0.004,0.0287,0.0094,0.0273,0.0284,0.0334,0.0048,0,0.014,0.0045,0,0.0192,0.0076,0.0134,0.0142,0.0225
"V6",0,0,0,0,0,0.0132,0,0,0,0.0155,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0172,0.019,0,0,0.0378,0.0151,0,0,0,0,0,0,0,0,0.0342,0,0,0,0.041
"V8",0,0,0.0168,0,0,0.0288,0,0.0203,0.0184,0.0364,0,0,0.011,0,0,0.0285,0,0,0,0.0328
"V9",0,0,0,0.0027,0.0024,0.0241,0.0077,0,0.0076,0,0.0024,0,0.013,0.0029,0,0.018,0.0058,0.0072,0,0.0208
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.0121,0,0,0,0
