"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0095,0.0955,0.1038,0.0172,0,0.0917,0,0,0,0.1236,0,0.0742,0.0804,0.02,0.0166,0.0923,0.0409,0,0,0.0998
"V2",0,0.0149,0.0138,0,0,0.0169,0.0069,0,0,0,0,0,0.0136,0,0,0.0167,0.0064,0,0,0.0188
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0152,0.1679,0.104,0.0263,0.0182,0.1888,0.0435,0.1871,0.1818,0.2261,0.0396,0,0.0708,0,0,0,0.0319,0,0.042,0
"V5",0.0027,0.0298,0,0.0045,0.0041,0.0291,0.0093,0.0276,0.0288,0.0336,0.0049,0,0.0141,0.0044,0,0.0194,0.0076,0.0135,0.0141,0.0224
"V6",0,0,0,0,0,0.0132,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0
"V7",0,0.017,0.0185,0,0,0.0372,0.0151,0,0,0,0,0,0,0,0,0.0341,0,0,0,0.0407
"V8",0,0,0.017,0,0,0.0297,0,0.0209,0.0188,0.0372,0,0,0.0111,0,0,0.0291,0,0,0,0.0336
"V9",0,0,0,0.0027,0.0024,0.0243,0.0076,0,0.0077,0,0.0024,0,0.0129,0.0029,0,0.0184,0.0058,0.0073,0,0.021
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.0121,0,0,0,0
