"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0943,0.1017,0.0178,0,0.0861,0,0,0,0.1242,0,0.0734,0.0801,0.0203,0.0162,0.0905,0.0415,0,0,0.0994
"V2",0,0.0149,0.0138,0,0,0.0167,0.0071,0,0,0,0,0,0.0137,0,0,0.0165,0.0066,0,0,0.0189
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.015,0.1703,0.1019,0.027,0.0182,0.188,0.0449,0.1919,0.1862,0.2287,0.0403,0,0.0703,0,0,0,0.0319,0,0.0427,0
"V5",0.0027,0.03,0,0.0046,0.0041,0.029,0.0096,0.0282,0.0293,0.0342,0.005,0,0.0142,0.0045,0,0.019,0.0079,0.0132,0.0142,0.0227
"V6",0,0,0,0,0,0.0133,0,0,0,0.0163,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0168,0.0183,0,0,0.0353,0.015,0,0,0,0,0,0,0,0,0.032,0,0,0,0.0396
"V8",0,0,0.0166,0,0,0.0285,0,0.0204,0.0186,0.0371,0,0,0.0111,0,0,0.0281,0,0,0,0.0336
"V9",0,0,0,0.0028,0.0025,0.0244,0.0079,0,0.0077,0,0.0024,0,0.0131,0.0029,0,0.0178,0.006,0.0073,0,0.0211
"V10",0,0,0,0,0,0.0115,0,0,0,0.0141,0,0,0,0,0,0.0116,0,0,0,0
