"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0952,0.101,0.0175,0,0.0902,0,0,0,0.1255,0,0.0752,0.079,0.0204,0.0163,0.0917,0.0416,0,0,0.1
"V2",0,0.0145,0.0134,0,0,0.0165,0.0069,0,0,0,0,0,0.0132,0,0,0.0163,0.0064,0,0,0.0187
"V3",0,0.0031,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.015,0.1651,0.0997,0.0264,0.0183,0.1839,0.044,0.1879,0.1831,0.2251,0.039,0,0.0681,0,0,0,0.0318,0,0.0416,0
"V5",0.0027,0.0298,0,0.0046,0.0041,0.0288,0.0094,0.0279,0.0292,0.034,0.0049,0,0.0137,0.0045,0,0.0191,0.0077,0.0131,0.0141,0.0225
"V6",0,0,0,0,0,0.0133,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0169,0.0183,0,0,0.0359,0.015,0,0,0,0,0,0,0,0,0.0331,0,0,0,0.04
"V8",0,0,0.0168,0,0,0.0296,0,0.0207,0.019,0.0377,0,0,0.0112,0,0,0.029,0,0,0,0.0337
"V9",0,0,0,0.0027,0.0024,0.024,0.0078,0,0.0077,0,0.0024,0,0.0127,0.0029,0,0.018,0.0059,0.0071,0,0.021
"V10",0,0,0,0,0,0.0118,0,0,0,0.0142,0,0,0,0,0,0.012,0,0,0,0
