"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0095,0.0962,0.1026,0.0179,0,0.0886,0,0,0,0.1257,0,0.0748,0.0771,0.0203,0.0162,0.0902,0.0409,0,0,0.1023
"V2",0,0.0145,0.0132,0,0,0.0164,0.0067,0,0,0,0,0,0.0132,0,0,0.0163,0.0063,0,0,0.0191
"V3",0,0.0031,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0156,0.1767,0.104,0.0279,0.0186,0.1977,0.0448,0.1995,0.1928,0.2416,0.042,0,0.0704,0,0,0,0.0325,0,0.0434,0
"V5",0.0027,0.0297,0,0.0047,0.0041,0.0289,0.0093,0.0279,0.029,0.0345,0.0049,0,0.0136,0.0045,0,0.019,0.0076,0.0132,0.0141,0.0231
"V6",0,0,0,0,0,0.0133,0,0,0,0.0162,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0167,0.0181,0,0,0.0363,0.0147,0,0,0,0,0,0,0,0,0.0337,0,0,0,0.0413
"V8",0,0,0.0163,0,0,0.0285,0,0.02,0.0178,0.0368,0,0,0.0107,0,0,0.0281,0,0,0,0.0335
"V9",0,0,0,0.0027,0.0025,0.0239,0.0077,0,0.0078,0,0.0024,0,0.0125,0.0029,0,0.018,0.0058,0.0073,0,0.0216
"V10",0,0,0,0,0,0.0116,0,0,0,0.014,0,0,0,0,0,0.0117,0,0,0,0
