"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0096,0.1003,0.1039,0.0184,0,0.0902,0,0,0,0.1275,0,0.0763,0.0816,0.0214,0.0167,0.0938,0.0428,0,0,0.1023
"V2",0,0.0147,0.0137,0,0,0.0167,0.0069,0,0,0,0,0,0.0135,0,0,0.0164,0.0064,0,0,0.0188
"V3",0,0.0032,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0163,0.1861,0.1083,0.0288,0.0192,0.2024,0.0469,0.2083,0.2045,0.2541,0.0442,0,0.0738,0,0,0,0.0334,0,0.0454,0
"V5",0.0027,0.0297,0,0.0046,0.0041,0.0288,0.0093,0.0274,0.0288,0.0345,0.0049,0,0.014,0.0045,0,0.0192,0.0077,0.0132,0.0142,0.0226
"V6",0,0,0,0,0,0.0134,0,0,0,0.0161,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0171,0.0186,0,0,0.0363,0.0151,0,0,0,0,0,0,0,0,0.033,0,0,0,0.0403
"V8",0,0,0.017,0,0,0.0292,0,0.0206,0.0188,0.0377,0,0,0.0111,0,0,0.0288,0,0,0,0.0339
"V9",0,0,0,0.0027,0.0025,0.024,0.0077,0,0.0077,0,0.0024,0,0.0129,0.0029,0,0.0179,0.0059,0.0072,0,0.021
"V10",0,0,0,0,0,0.0117,0,0,0,0.0141,0,0,0,0,0,0.0118,0,0,0,0
