"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.099,0.1043,0.0179,0,0.091,0,0,0,0.1241,0,0.0755,0.081,0.021,0.0163,0.0927,0.0411,0,0,0.0997
"V2",0,0.0147,0.0137,0,0,0.0169,0.0068,0,0,0,0,0,0.0137,0,0,0.0166,0.0063,0,0,0.0186
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0153,0.1736,0.1056,0.0278,0.0186,0.1949,0.044,0.1949,0.1873,0.2299,0.0414,0,0.072,0,0,0,0.0322,0,0.0428,0
"V5",0.0027,0.0303,0,0.0047,0.0042,0.0294,0.0094,0.028,0.0291,0.0339,0.005,0,0.0145,0.0046,0,0.0198,0.0077,0.0138,0.0145,0.0227
"V6",0,0,0,0,0,0.0132,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0171,0.0186,0,0,0.0372,0.0151,0,0,0,0,0,0,0,0,0.0341,0,0,0,0.0406
"V8",0,0,0.0167,0,0,0.0293,0,0.0206,0.0185,0.0366,0,0,0.0109,0,0,0.0288,0,0,0,0.0332
"V9",0,0,0,0.0027,0.0024,0.0243,0.0078,0,0.0077,0,0.0024,0,0.0131,0.0029,0,0.0181,0.0059,0.0072,0,0.0206
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.0121,0,0,0,0
