"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.094,0.1007,0.0173,0,0.0877,0,0,0,0.1187,0,0.0725,0.0789,0.0199,0.0163,0.0904,0.0405,0,0,0.0966
"V2",0,0.0147,0.0136,0,0,0.0169,0.007,0,0,0,0,0,0.0137,0,0,0.0166,0.0065,0,0,0.0188
"V3",0,0.0029,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0152,0.1728,0.1043,0.0283,0.0186,0.1946,0.0442,0.1929,0.1868,0.23,0.0411,0,0.071,0,0,0,0.0326,0,0.0437,0
"V5",0.0027,0.03,0,0.0047,0.0042,0.0294,0.0094,0.0277,0.0289,0.0336,0.005,0,0.0143,0.0046,0,0.0196,0.0079,0.0134,0.0141,0.0223
"V6",0,0,0,0,0,0.0134,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0168,0.0183,0,0,0.0365,0.015,0,0,0,0,0,0,0,0,0.0333,0,0,0,0.04
"V8",0,0,0.0165,0,0,0.0288,0,0.0203,0.0183,0.0359,0,0,0.0109,0,0,0.0282,0,0,0,0.0326
"V9",0,0,0,0.0028,0.0025,0.0249,0.008,0,0.008,0,0.0025,0,0.0133,0.0029,0,0.0184,0.0061,0.0076,0,0.0211
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.012,0,0,0,0
