"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0957,0.1007,0.0174,0,0.0905,0,0,0,0.1211,0,0.0717,0.0794,0.02,0.0164,0.0913,0.0408,0,0,0.0979
"V2",0,0.0154,0.0141,0,0,0.0175,0.0071,0,0,0,0,0,0.0141,0,0,0.0172,0.0067,0,0,0.0192
"V3",0,0.0028,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0149,0.17,0.1016,0.0271,0.0181,0.1899,0.043,0.192,0.1844,0.2267,0.0405,0,0.0699,0,0,0,0.0322,0,0.0422,0
"V5",0.0027,0.0303,0,0.0047,0.0041,0.0292,0.0093,0.0283,0.0293,0.0337,0.005,0,0.014,0.0045,0,0.0192,0.0077,0.0132,0.014,0.0221
"V6",0,0,0,0,0,0.0132,0,0,0,0.0155,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0164,0.018,0,0,0.0366,0.0148,0,0,0,0,0,0,0,0,0.0335,0,0,0,0.0395
"V8",0,0,0.0165,0,0,0.0294,0,0.0205,0.0184,0.0361,0,0,0.0108,0,0,0.029,0,0,0,0.0328
"V9",0,0,0,0.0027,0.0025,0.0247,0.0079,0,0.0078,0,0.0024,0,0.0132,0.0029,0,0.0185,0.006,0.0075,0,0.0209
"V10",0,0,0,0,0,0.0121,0,0,0,0.0142,0,0,0,0,0,0.0123,0,0,0,0
