"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0096,0.0971,0.1038,0.0182,0,0.0909,0,0,0,0.1274,0,0.0748,0.0812,0.0207,0.0165,0.0931,0.0417,0,0,0.1026
"V2",0,0.0151,0.0139,0,0,0.0172,0.0069,0,0,0,0,0,0.0139,0,0,0.0169,0.0066,0,0,0.0193
"V3",0,0.0032,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0158,0.1799,0.1064,0.0286,0.0191,0.1994,0.0458,0.2018,0.1978,0.248,0.0429,0,0.0738,0,0,0,0.0331,0,0.0439,0
"V5",0.0027,0.0293,0,0.0046,0.0041,0.0288,0.0093,0.0271,0.0284,0.034,0.0048,0,0.014,0.0045,0,0.0193,0.0077,0.0129,0.0138,0.0228
"V6",0,0,0,0,0,0.0134,0,0,0,0.0161,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0166,0.0183,0,0,0.0366,0.0147,0,0,0,0,0,0,0,0,0.0329,0,0,0,0.0405
"V8",0,0,0.0166,0,0,0.0292,0,0.0201,0.018,0.0372,0,0,0.011,0,0,0.0285,0,0,0,0.0339
"V9",0,0,0,0.0028,0.0025,0.0248,0.0079,0,0.0078,0,0.0024,0,0.0134,0.003,0,0.0187,0.0061,0.0074,0,0.0217
"V10",0,0,0,0,0,0.0116,0,0,0,0.014,0,0,0,0,0,0.0117,0,0,0,0
