"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0091,0.0941,0.1019,0.0172,0,0.0878,0,0,0,0.1225,0,0.0736,0.0776,0.02,0.0157,0.0904,0.0406,0,0,0.0984
"V2",0,0.0145,0.0134,0,0,0.0168,0.0068,0,0,0,0,0,0.0135,0,0,0.0164,0.0064,0,0,0.0187
"V3",0,0.003,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0155,0.1766,0.1044,0.0278,0.0186,0.1934,0.045,0.1955,0.1903,0.2399,0.0414,0,0.0714,0,0,0,0.0328,0,0.044,0
"V5",0.0027,0.0297,0,0.0046,0.0041,0.0288,0.0094,0.0275,0.0287,0.0344,0.0048,0,0.014,0.0045,0,0.0193,0.0077,0.0131,0.0142,0.0226
"V6",0,0,0,0,0,0.0133,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0167,0.0181,0,0,0.0366,0.0149,0,0,0,0,0,0,0,0,0.0333,0,0,0,0.0403
"V8",0,0,0.0168,0,0,0.0294,0,0.0205,0.0188,0.0374,0,0,0.011,0,0,0.029,0,0,0,0.0336
"V9",0,0,0,0.0027,0.0024,0.0242,0.0077,0,0.0077,0,0.0024,0,0.013,0.0029,0,0.018,0.0059,0.0071,0,0.0209
"V10",0,0,0,0,0,0.0118,0,0,0,0.0141,0,0,0,0,0,0.012,0,0,0,0
