"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0094,0.0971,0.1034,0.0177,0,0.089,0,0,0,0.1239,0,0.0755,0.08,0.0207,0.0164,0.091,0.0417,0,0,0.0994
"V2",0,0.0147,0.0137,0,0,0.0166,0.007,0,0,0,0,0,0.0135,0,0,0.0163,0.0065,0,0,0.0186
"V3",0,0.003,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0158,0.1851,0.108,0.0294,0.0192,0.2,0.0469,0.2084,0.2022,0.2462,0.0434,0,0.0726,0,0,0,0.0341,0,0.0459,0
"V5",0.0027,0.0302,0,0.0047,0.0041,0.0291,0.0096,0.0283,0.0295,0.0343,0.005,0,0.014,0.0046,0,0.0189,0.0078,0.0133,0.0144,0.0225
"V6",0,0,0,0,0,0.0133,0,0,0,0.0161,0,0,0,0,0,0,0,0,0,0
"V7",0,0.017,0.0186,0,0,0.0359,0.0151,0,0,0,0,0,0,0,0,0.033,0,0,0,0.0398
"V8",0,0,0.0164,0,0,0.0286,0,0.0201,0.0183,0.0365,0,0,0.0108,0,0,0.0282,0,0,0,0.033
"V9",0,0,0,0.0027,0.0024,0.0239,0.0078,0,0.0077,0,0.0024,0,0.0129,0.0029,0,0.0176,0.0059,0.0072,0,0.0206
"V10",0,0,0,0,0,0.0118,0,0,0,0.0141,0,0,0,0,0,0.0119,0,0,0,0
