"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0985,0.1035,0.0177,0,0.0916,0,0,0,0.1225,0,0.0745,0.0819,0.0207,0.0163,0.094,0.0416,0,0,0.1006
"V2",0,0.0151,0.0139,0,0,0.0173,0.007,0,0,0,0,0,0.0139,0,0,0.0171,0.0065,0,0,0.0191
"V3",0,0.0031,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0155,0.1749,0.1057,0.0267,0.0185,0.1934,0.0439,0.1955,0.1889,0.2311,0.0409,0,0.0712,0,0,0,0.0325,0,0.0426,0
"V5",0.0027,0.03,0,0.0046,0.0041,0.029,0.0093,0.0277,0.029,0.0333,0.0049,0,0.0138,0.0046,0,0.0194,0.0077,0.013,0.014,0.0223
"V6",0,0,0,0,0,0.0133,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0172,0.0187,0,0,0.0371,0.015,0,0,0,0,0,0,0,0,0.0338,0,0,0,0.0404
"V8",0,0,0.0171,0,0,0.0305,0,0.0207,0.0191,0.038,0,0,0.0115,0,0,0.0299,0,0,0,0.0345
"V9",0,0,0,0.0027,0.0025,0.0246,0.0078,0,0.0077,0,0.0024,0,0.013,0.0029,0,0.0184,0.006,0.0071,0,0.021
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.0121,0,0,0,0
