"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0939,0.1026,0.0173,0,0.0887,0,0,0,0.123,0,0.0734,0.0804,0.0203,0.0162,0.0912,0.0407,0,0,0.0986
"V2",0,0.0147,0.0138,0,0,0.0167,0.0068,0,0,0,0,0,0.0138,0,0,0.0164,0.0065,0,0,0.0187
"V3",0,0.0031,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0161,0.1847,0.1079,0.0288,0.0192,0.2055,0.0459,0.2066,0.2009,0.2525,0.0439,0,0.0743,0,0,0,0.0338,0,0.0447,0
"V5",0.0027,0.0301,0,0.0047,0.0042,0.0297,0.0096,0.0281,0.0293,0.0354,0.005,0,0.0145,0.0046,0,0.0197,0.0079,0.0135,0.0144,0.0228
"V6",0,0,0,0,0,0.0133,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0169,0.0184,0,0,0.0361,0.0148,0,0,0,0,0,0,0,0,0.0332,0,0,0,0.0396
"V8",0,0,0.0167,0,0,0.0291,0,0.0204,0.0187,0.037,0,0,0.0112,0,0,0.0286,0,0,0,0.0328
"V9",0,0,0,0.0028,0.0025,0.0244,0.0079,0,0.0078,0,0.0024,0,0.0131,0.0029,0,0.0181,0.0061,0.0073,0,0.021
"V10",0,0,0,0,0,0.0119,0,0,0,0.0141,0,0,0,0,0,0.0121,0,0,0,0
