"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0093,0.0982,0.1023,0.0178,0,0.0914,0,0,0,0.123,0,0.0741,0.0793,0.0207,0.0166,0.0922,0.0413,0,0,0.0991
"V2",0,0.0149,0.0137,0,0,0.0169,0.0069,0,0,0,0,0,0.0136,0,0,0.0168,0.0065,0,0,0.0187
"V3",0,0.0031,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",0.0156,0.1759,0.1031,0.0283,0.0189,0.1975,0.0448,0.2027,0.1966,0.2418,0.0424,0,0.0713,0,0,0,0.0324,0,0.0428,0
"V5",0.0027,0.0301,0,0.0047,0.0041,0.0295,0.0094,0.0284,0.0295,0.0345,0.0051,0,0.0141,0.0046,0,0.0196,0.0078,0.0135,0.0144,0.0225
"V6",0,0,0,0,0,0.0134,0,0,0,0.0157,0,0,0,0,0,0,0,0,0,0
"V7",0,0.0168,0.0182,0,0,0.0364,0.0148,0,0,0,0,0,0,0,0,0.0334,0,0,0,0.0397
"V8",0,0,0.0168,0,0,0.0295,0,0.0207,0.0186,0.0369,0,0,0.011,0,0,0.0287,0,0,0,0.0331
"V9",0,0,0,0.0027,0.0024,0.0243,0.0078,0,0.0077,0,0.0024,0,0.0128,0.0029,0,0.018,0.006,0.0072,0,0.0206
"V10",0,0,0,0,0,0.012,0,0,0,0.014,0,0,0,0,0,0.0121,0,0,0,0
